cellfinder_index,cf_x_um,cf_y_um,cf_z_um,nearest_pipeline_index,pipeline_x_um,pipeline_y_um,pipeline_z_um,nearest_distance_um,mutual_match,matched_within_10um,distance_group
375,3663.596,2649.556,18.0,299,3652.552,2640.52,0.0,22.97,False,False,over_20um
376,3985.88,2636.504,6.0,301,3990.9,2646.544,12.0,12.728,True,False,10-20um
377,3459.784,2639.516,6.0,1639,3489.904,2610.4,6.0,41.8922,False,False,over_20um
378,3799.136,2639.516,6.0,3940,3785.08,2561.204,18.0,80.4633,False,False,over_20um
379,3842.308,2640.52,6.0,309,3894.516,2661.604,0.0,56.6234,False,False,over_20um
380,3421.632,2641.524,18.0,6337,3394.524,2602.368,30.0,49.1125,False,False,over_20um
381,3761.988,2641.524,18.0,2750,3737.892,2574.256,18.0,71.4535,False,False,over_20um
382,3674.64,2643.532,6.0,299,3652.552,2640.52,0.0,23.0858,False,False,over_20um
383,3898.532,2643.532,6.0,309,3894.516,2661.604,0.0,19.4609,False,False,10-20um
384,3743.916,2649.556,6.0,291,3686.688,2610.4,6.0,69.3414,False,False,over_20um
385,3905.56,2656.584,6.0,309,3894.516,2661.604,0.0,13.534,True,False,10-20um
386,3727.852,2648.552,6.0,291,3686.688,2610.4,6.0,56.1253,False,False,over_20um
387,3779.056,2648.552,12.0,2750,3737.892,2574.256,18.0,85.1491,False,False,over_20um
388,3420.628,2653.572,12.0,322,3407.576,2711.804,6.0,59.9777,False,False,over_20um
389,3471.832,2651.564,6.0,1639,3489.904,2610.4,6.0,44.9563,False,False,over_20um
390,3877.448,2651.564,18.0,309,3894.516,2661.604,0.0,26.7604,False,False,over_20um
391,3698.736,2658.592,18.0,291,3686.688,2610.4,6.0,51.104,False,False,over_20um
392,3833.272,2656.584,6.0,309,3894.516,2661.604,0.0,61.7416,False,False,over_20um
393,3731.868,2661.604,12.0,291,3686.688,2610.4,6.0,68.5499,False,False,over_20um
394,3766.004,2659.596,6.0,327,3782.068,2739.916,0.0,82.1301,False,False,over_20um
395,3482.876,2657.588,18.0,6342,3507.976,2643.532,36.0,33.935,False,False,over_20um
396,3627.452,2666.624,12.0,311,3629.46,2665.62,0.0,12.2082,True,False,10-20um
397,4020.016,2664.616,12.0,301,3990.9,2646.544,12.0,34.2686,False,False,over_20um
398,3606.368,2678.672,18.0,306,3593.316,2657.588,6.0,27.548,True,False,over_20um
399,3754.96,2663.612,6.0,327,3782.068,2739.916,0.0,81.1982,False,False,over_20um
400,3839.296,2670.64,18.0,320,3890.5,2690.72,0.0,57.871,False,False,over_20um
401,3798.132,2669.636,12.0,327,3782.068,2739.916,0.0,73.0844,False,False,over_20um
402,3910.58,2668.632,12.0,318,3903.552,2683.692,0.0,20.4987,True,False,over_20um
403,3991.904,2672.648,6.0,301,3990.9,2646.544,12.0,26.8035,False,False,over_20um
404,3733.876,2674.656,6.0,291,3686.688,2610.4,6.0,79.7216,False,False,over_20um
405,3780.06,2675.66,6.0,327,3782.068,2739.916,0.0,64.5668,False,False,over_20um
406,4023.028,2675.66,6.0,301,3990.9,2646.544,12.0,43.7716,False,False,over_20um
407,3645.524,2672.648,24.0,311,3629.46,2665.62,0.0,29.7228,False,False,over_20um
408,3964.796,2681.684,6.0,312,3957.768,2665.62,0.0,18.5323,True,False,10-20um
409,3633.476,2680.68,6.0,311,3629.46,2665.62,0.0,16.7013,False,False,10-20um
410,3479.864,2679.676,6.0,6342,3507.976,2643.532,36.0,54.7419,False,False,over_20um
411,3667.612,2680.68,12.0,311,3629.46,2665.62,0.0,42.7362,False,False,over_20um
412,3718.816,2679.676,6.0,291,3686.688,2610.4,6.0,76.3634,False,False,over_20um
413,3818.212,2683.692,12.0,327,3782.068,2739.916,0.0,67.9082,False,False,over_20um
414,3560.184,2688.712,6.0,308,3553.156,2662.608,6.0,27.0335,True,False,over_20um
415,3787.088,2689.716,6.0,327,3782.068,2739.916,0.0,50.8059,False,False,over_20um
416,3598.336,2692.728,6.0,314,3588.296,2667.628,0.0,27.6914,True,False,over_20um
417,3540.104,2692.728,6.0,308,3553.156,2662.608,6.0,32.8263,False,False,over_20um
418,3478.86,2691.724,24.0,6342,3507.976,2643.532,36.0,57.5692,False,False,over_20um
419,3677.652,2692.728,6.0,311,3629.46,2665.62,0.0,55.6176,False,False,over_20um
420,3791.104,2694.736,6.0,327,3782.068,2739.916,0.0,46.4638,False,False,over_20um
421,3427.656,2693.732,24.0,322,3407.576,2711.804,6.0,32.4623,False,False,over_20um
422,3944.716,2693.732,6.0,312,3957.768,2665.62,0.0,31.5696,False,False,over_20um
423,3619.42,2693.732,6.0,311,3629.46,2665.62,0.0,30.4481,False,False,over_20um
424,3744.92,2701.764,6.0,333,3747.932,2754.976,6.0,53.2972,False,False,over_20um
425,3771.024,2694.736,6.0,327,3782.068,2739.916,0.0,46.8957,False,False,over_20um
426,3664.6,2695.74,6.0,311,3629.46,2665.62,0.0,46.6694,False,False,over_20um
427,3705.764,2694.736,6.0,333,3747.932,2754.976,6.0,73.5323,False,False,over_20um
428,3554.16,2696.744,12.0,308,3553.156,2662.608,6.0,34.6738,False,False,over_20um
429,3572.232,2703.772,18.0,314,3588.296,2667.628,0.0,43.4562,False,False,over_20um
430,3624.44,2700.76,6.0,311,3629.46,2665.62,0.0,36.0003,False,False,over_20um
431,3611.388,2703.772,12.0,311,3629.46,2665.62,0.0,43.8882,False,False,over_20um
432,2456.788,2701.764,6.0,1651,2446.748,2695.74,12.0,13.1564,True,False,10-20um
433,3523.036,2703.772,18.0,308,3553.156,2662.608,6.0,52.3993,False,False,over_20um
434,3930.66,2705.78,6.0,318,3903.552,2683.692,0.0,35.4785,False,False,over_20um
435,3957.768,2702.768,6.0,312,3957.768,2665.62,0.0,37.6294,False,False,over_20um
436,3875.44,2714.816,18.0,320,3890.5,2690.72,0.0,33.6366,False,False,over_20um
437,3646.528,2706.784,6.0,311,3629.46,2665.62,0.0,44.9643,False,False,over_20um
438,3407.576,2708.792,12.0,322,3407.576,2711.804,6.0,6.7136,True,True,6-10um
439,3470.828,2707.788,12.0,322,3407.576,2711.804,6.0,63.6627,False,False,over_20um
440,3543.116,2709.796,6.0,308,3553.156,2662.608,6.0,48.2443,False,False,over_20um
441,3944.716,2712.808,6.0,312,3957.768,2665.62,0.0,49.3261,False,False,over_20um
442,3914.596,2711.804,6.0,318,3903.552,2683.692,0.0,30.7937,False,False,over_20um
443,3604.36,2725.86,12.0,314,3588.296,2667.628,0.0,61.5875,False,False,over_20um
444,3558.176,2715.82,18.0,308,3553.156,2662.608,6.0,54.7788,False,False,over_20um
445,3492.916,2713.812,12.0,6342,3507.976,2643.532,36.0,75.7765,False,False,over_20um
446,3741.908,2715.82,6.0,333,3747.932,2754.976,6.0,39.6167,False,False,over_20um
447,3892.508,2721.844,18.0,320,3890.5,2690.72,0.0,36.0102,False,False,over_20um
448,3523.036,2720.84,18.0,308,3553.156,2662.608,6.0,66.6497,False,False,over_20um
449,3702.752,2720.84,6.0,337,3701.748,2771.04,6.0,50.21,False,False,over_20um
450,3960.78,2723.852,12.0,312,3957.768,2665.62,0.0,59.5318,False,False,over_20um
451,3504.964,2724.856,18.0,6347,3534.08,2654.576,36.0,78.173,False,False,over_20um
452,3637.492,2724.856,6.0,311,3629.46,2665.62,0.0,60.0784,False,False,over_20um
453,3660.584,2724.856,6.0,337,3701.748,2771.04,6.0,61.8663,False,False,over_20um
454,3539.1,2735.9,18.0,308,3553.156,2662.608,6.0,75.5863,False,False,over_20um
455,3403.56,2726.864,6.0,322,3407.576,2711.804,6.0,15.5863,False,False,10-20um
456,3569.22,2731.884,6.0,314,3588.296,2667.628,0.0,67.2958,False,False,over_20um
457,3719.82,2732.888,6.0,333,3747.932,2754.976,6.0,35.7514,False,False,over_20um
458,3464.804,2728.872,12.0,5181,3423.64,2761.0,24.0,53.5788,False,False,over_20um
459,3675.644,2733.892,12.0,337,3701.748,2771.04,6.0,45.7973,False,False,over_20um
460,2093.34,2729.876,6.0,7452,2065.228,2775.056,6.0,53.212,False,False,over_20um
461,3895.52,2729.876,6.0,320,3890.5,2690.72,0.0,39.9298,False,False,over_20um
462,3746.928,2731.884,6.0,333,3747.932,2754.976,6.0,23.1138,True,False,over_20um
463,3489.904,2733.892,6.0,5181,3423.64,2761.0,24.0,73.8225,False,False,over_20um
464,3845.32,2741.924,6.0,327,3782.068,2739.916,0.0,63.5677,False,False,over_20um
465,3922.628,2741.924,6.0,320,3890.5,2690.72,0.0,60.7458,False,False,over_20um
466,3471.832,2741.924,6.0,5181,3423.64,2761.0,24.0,54.8668,False,False,over_20um
467,3875.44,2752.968,12.0,320,3890.5,2690.72,0.0,65.1584,False,False,over_20um
468,3621.428,2749.956,12.0,343,3654.56,2792.124,6.0,53.9617,False,False,over_20um
469,2027.076,2744.936,6.0,329,2027.076,2744.936,6.0,0.0,True,True,0-3um
470,3561.188,2746.944,6.0,351,3578.256,2827.264,18.0,82.9857,False,False,over_20um
471,3826.244,2748.952,12.0,327,3782.068,2739.916,0.0,46.6601,False,False,over_20um
472,2696.744,2748.952,6.0,7268,2706.784,2750.96,6.0,10.2388,True,False,10-20um
473,3816.204,2748.952,6.0,327,3782.068,2739.916,0.0,35.8178,False,False,over_20um
474,3411.592,2752.968,6.0,5181,3423.64,2761.0,24.0,23.1012,True,False,over_20um
475,3646.528,2758.992,12.0,343,3654.56,2792.124,6.0,34.6156,False,False,over_20um
476,3898.532,2756.984,6.0,320,3890.5,2690.72,0.0,67.0181,False,False,over_20um
477,3555.164,2757.988,12.0,351,3578.256,2827.264,18.0,73.2694,False,False,over_20um
478,3802.148,2753.972,12.0,327,3782.068,2739.916,0.0,27.2906,True,False,over_20um
479,3569.22,2757.988,6.0,351,3578.256,2827.264,18.0,70.8859,False,False,over_20um
480,3686.688,2759.996,6.0,337,3701.748,2771.04,6.0,18.6755,True,False,10-20um
481,3892.508,2759.996,6.0,320,3890.5,2690.72,0.0,69.5643,False,False,over_20um
482,3808.172,2761.0,6.0,327,3782.068,2739.916,0.0,34.0874,False,False,over_20um
483,3518.016,2763.008,12.0,351,3578.256,2827.264,18.0,88.2819,False,False,over_20um
484,3819.216,2772.044,6.0,327,3782.068,2739.916,0.0,49.4791,False,False,over_20um
485,3624.44,2774.052,12.0,343,3654.56,2792.124,6.0,35.6344,False,False,over_20um
486,3585.284,2770.036,12.0,351,3578.256,2827.264,18.0,57.9693,False,False,over_20um
487,3568.216,2774.052,18.0,351,3578.256,2827.264,18.0,54.1509,False,False,over_20um
488,3581.268,2788.108,12.0,351,3578.256,2827.264,18.0,39.7274,False,False,over_20um
489,3721.828,2779.072,18.0,338,3722.832,2780.076,6.0,12.0837,True,False,10-20um
490,3793.112,2778.068,12.0,327,3782.068,2739.916,0.0,41.4915,False,False,over_20um
491,3785.08,2798.148,18.0,333,3747.932,2754.976,6.0,58.2048,False,False,over_20um
492,3695.724,2790.116,6.0,337,3701.748,2771.04,6.0,20.0046,False,False,over_20um
493,3614.4,2791.12,6.0,343,3654.56,2792.124,6.0,40.1725,False,False,over_20um
494,3732.872,2796.14,12.0,338,3722.832,2780.076,6.0,19.8709,False,False,10-20um
495,3545.124,2799.152,12.0,351,3578.256,2827.264,18.0,43.8636,False,False,over_20um
496,3660.584,2803.168,12.0,343,3654.56,2792.124,6.0,13.9377,True,False,10-20um
497,3670.624,2806.18,6.0,342,3672.632,2786.1,12.0,21.0532,False,False,over_20um
498,3565.204,2808.188,6.0,351,3578.256,2827.264,18.0,26.0432,False,False,over_20um
499,3652.552,2808.188,6.0,343,3654.56,2792.124,6.0,16.189,False,False,10-20um
500,3707.772,2814.212,12.0,338,3722.832,2780.076,6.0,37.7898,False,False,over_20um
501,3679.66,2815.216,12.0,342,3672.632,2786.1,12.0,29.9522,False,False,over_20um
502,3528.056,2811.2,6.0,356,3563.196,2840.316,0.0,46.0278,False,False,over_20um
503,3654.56,2817.224,18.0,343,3654.56,2792.124,6.0,27.821,False,False,over_20um
504,3723.836,2827.264,12.0,338,3722.832,2780.076,6.0,47.5785,False,False,over_20um
505,3550.144,2825.256,6.0,356,3563.196,2840.316,0.0,20.8125,True,False,over_20um
506,3511.992,2834.292,18.0,360,3531.068,2854.372,30.0,30.1844,False,False,over_20um
507,3650.544,2832.284,6.0,343,3654.56,2792.124,6.0,40.3603,False,False,over_20um
508,3675.644,2843.328,12.0,1669,3712.792,2876.46,6.0,50.1368,False,False,over_20um
509,3724.84,2843.328,6.0,1669,3712.792,2876.46,6.0,35.2546,False,False,over_20um
510,3623.436,2843.328,6.0,370,3629.46,2878.468,0.0,36.154,False,False,over_20um
511,3698.736,2844.332,6.0,1669,3712.792,2876.46,6.0,35.0682,True,False,over_20um
512,3492.916,2844.332,6.0,369,3508.98,2879.472,0.0,39.1008,False,False,over_20um
513,3637.492,2848.348,12.0,370,3629.46,2878.468,0.0,33.4025,False,False,over_20um
514,3474.844,2852.364,18.0,369,3508.98,2879.472,0.0,47.1605,False,False,over_20um
515,3658.576,2854.372,24.0,370,3629.46,2878.468,0.0,44.7701,False,False,over_20um
516,3438.7,2865.416,18.0,377,3440.708,2902.564,6.0,39.0897,False,False,over_20um
517,3489.904,2857.384,6.0,369,3508.98,2879.472,0.0,29.7955,True,False,over_20um
518,3603.356,2861.4,12.0,370,3629.46,2878.468,0.0,33.4176,False,False,over_20um
519,3570.224,2862.404,12.0,355,3576.248,2841.32,0.0,24.9965,True,False,over_20um
520,3545.124,2869.432,6.0,373,3548.136,2886.5,12.0,18.3409,False,False,10-20um
521,3536.088,2891.52,12.0,373,3548.136,2886.5,12.0,13.052,True,False,10-20um
522,3455.768,2874.452,6.0,381,3464.804,2902.564,0.0,30.1319,False,False,over_20um
523,3601.348,2880.476,6.0,370,3629.46,2878.468,0.0,28.8152,True,False,over_20um
524,3408.58,2898.548,18.0,384,3412.596,2918.628,6.0,23.7347,True,False,over_20um
525,3385.488,2899.552,6.0,386,3402.556,2924.652,0.0,30.9407,False,False,over_20um
526,3554.16,2899.552,6.0,373,3548.136,2886.5,12.0,15.577,False,False,10-20um
527,3719.82,2912.604,6.0,1669,3712.792,2876.46,6.0,36.8209,False,False,over_20um
528,3441.712,2924.652,18.0,377,3440.708,2902.564,6.0,25.1573,True,False,over_20um
529,3593.316,2914.612,18.0,383,3586.288,2906.58,6.0,16.0594,True,False,10-20um
530,3370.428,2930.676,12.0,386,3402.556,2924.652,0.0,34.8209,False,False,over_20um
531,3584.28,2922.644,6.0,383,3586.288,2906.58,6.0,16.189,False,False,10-20um
532,3325.248,2922.644,12.0,397,3365.408,2969.832,12.0,61.964,False,False,over_20um
533,3479.864,2924.652,6.0,381,3464.804,2902.564,0.0,27.3986,True,False,over_20um
534,3570.224,2926.66,12.0,383,3586.288,2906.58,6.0,26.4057,False,False,over_20um
535,3319.224,2949.752,18.0,397,3365.408,2969.832,12.0,50.7165,False,False,over_20um
536,3459.784,2932.684,6.0,381,3464.804,2902.564,0.0,31.1194,False,False,over_20um
537,3469.824,2933.688,6.0,381,3464.804,2902.564,0.0,32.0921,False,False,over_20um
538,3414.604,2943.728,12.0,386,3402.556,2924.652,0.0,25.5548,True,False,over_20um
539,3565.204,2943.728,6.0,383,3586.288,2906.58,6.0,42.7143,False,False,over_20um
540,3365.408,2946.74,12.0,397,3365.408,2969.832,12.0,23.092,False,False,over_20um
541,3324.244,2974.852,18.0,404,3337.296,3001.96,6.0,32.3913,False,False,over_20um
542,3351.352,2986.9,18.0,397,3365.408,2969.832,12.0,22.9104,False,False,over_20um
543,3288.1,2977.864,12.0,3994,3293.12,2992.924,24.0,19.8998,False,False,10-20um
544,3367.416,2987.904,12.0,397,3365.408,2969.832,12.0,18.1832,True,False,10-20um
545,3381.472,2988.908,6.0,406,3375.448,3006.98,6.0,19.0496,True,False,10-20um
546,3485.888,2989.912,6.0,5202,3486.892,2947.744,30.0,48.5299,False,False,over_20um
547,3476.852,2991.92,6.0,5202,3486.892,2947.744,30.0,51.2671,False,False,over_20um
548,3464.804,2994.932,12.0,5202,3486.892,2947.744,30.0,55.1234,False,False,over_20um
549,3263.0,3000.956,6.0,409,3274.044,3013.004,0.0,17.4105,False,False,10-20um
550,3258.984,3023.044,18.0,409,3274.044,3013.004,0.0,25.5266,False,False,over_20um
551,3280.068,3045.132,18.0,409,3274.044,3013.004,0.0,37.3162,False,False,over_20um
552,3236.896,3007.984,12.0,7278,3240.912,3033.084,0.0,28.1094,False,False,over_20um
553,3421.632,3013.004,6.0,406,3375.448,3006.98,6.0,46.5752,False,False,over_20um
554,3483.88,3014.008,6.0,1691,3479.864,3056.176,12.0,42.7816,True,False,over_20um
555,3420.628,3027.06,6.0,406,3375.448,3006.98,6.0,49.4413,False,False,over_20um
556,3374.444,3027.06,6.0,406,3375.448,3006.98,6.0,20.1051,False,False,over_20um
557,3208.784,3032.08,12.0,7278,3240.912,3033.084,0.0,34.3106,False,False,over_20um
558,3276.052,3029.068,6.0,409,3274.044,3013.004,0.0,17.2651,True,False,10-20um
559,3362.396,3034.088,6.0,406,3375.448,3006.98,6.0,30.0865,False,False,over_20um
560,3318.22,3049.148,18.0,7458,3310.188,3007.984,12.0,42.3673,False,False,over_20um
561,3188.704,3076.256,18.0,1700,3233.884,3082.28,6.0,47.133,False,False,over_20um
562,3398.54,3039.108,6.0,1697,3396.532,3076.256,12.0,37.683,False,False,over_20um
563,3272.036,3042.12,6.0,409,3274.044,3013.004,0.0,29.7955,False,False,over_20um
564,3242.92,3050.152,6.0,7278,3240.912,3033.084,0.0,18.203,True,False,10-20um
565,3356.372,3053.164,24.0,1697,3396.532,3076.256,12.0,47.8546,False,False,over_20um
566,3373.44,3058.184,6.0,1697,3396.532,3076.256,12.0,29.9305,False,False,over_20um
567,3190.712,3061.196,6.0,1700,3233.884,3082.28,6.0,48.0454,False,False,over_20um
568,3189.708,3062.2,6.0,1700,3233.884,3082.28,6.0,48.5255,False,False,over_20um
569,3170.632,3073.244,6.0,1700,3233.884,3082.28,6.0,63.8942,False,False,over_20um
570,3320.228,3067.22,6.0,2821,3345.328,3119.428,18.0,59.1581,False,False,over_20um
571,3290.108,3096.336,24.0,2821,3345.328,3119.428,18.0,60.1539,False,False,over_20um
572,3234.888,3086.296,18.0,1700,3233.884,3082.28,6.0,12.6939,True,False,10-20um
573,3336.292,3075.252,12.0,2821,3345.328,3119.428,18.0,45.4881,False,False,over_20um
574,3183.684,3108.384,18.0,1707,3215.812,3141.516,12.0,46.5396,False,False,over_20um
575,3150.552,3089.308,6.0,1700,3233.884,3082.28,6.0,83.6278,False,False,over_20um
576,3361.392,3092.32,6.0,2821,3345.328,3119.428,18.0,33.7179,False,False,over_20um
577,3275.048,3097.34,12.0,1700,3233.884,3082.28,6.0,44.2411,False,False,over_20um
578,3238.904,3110.392,6.0,1700,3233.884,3082.28,6.0,28.5567,False,False,over_20um
579,3255.972,3102.36,24.0,1700,3233.884,3082.28,6.0,34.8581,False,False,over_20um
580,3213.804,3118.424,18.0,4013,3229.868,3135.492,18.0,23.4386,False,False,over_20um
581,3131.476,3114.408,12.0,442,3163.604,3177.66,6.0,71.1971,False,False,over_20um
582,3107.38,3125.452,6.0,442,3163.604,3177.66,6.0,76.7256,False,False,over_20um
583,3122.44,3126.456,6.0,442,3163.604,3177.66,6.0,65.6987,False,False,over_20um
584,3290.108,3125.452,12.0,2821,3345.328,3119.428,18.0,55.8707,False,False,over_20um
585,3186.696,3130.472,6.0,1707,3215.812,3141.516,12.0,31.713,False,False,over_20um
586,3268.02,3138.504,6.0,4013,3229.868,3135.492,18.0,40.1079,False,False,over_20um
587,3206.776,3135.492,6.0,1707,3215.812,3141.516,12.0,12.4072,True,False,10-20um
588,3203.764,3156.576,18.0,1707,3215.812,3141.516,12.0,20.198,False,False,over_20um
589,3118.424,3139.508,12.0,442,3163.604,3177.66,6.0,59.4374,False,False,over_20um
590,3164.608,3142.52,18.0,442,3163.604,3177.66,6.0,37.146,False,False,over_20um
591,3082.28,3149.548,6.0,442,3163.604,3177.66,6.0,86.0458,False,False,over_20um
592,3125.452,3151.556,12.0,442,3163.604,3177.66,6.0,46.6154,False,False,over_20um
593,3232.88,3157.58,18.0,4013,3229.868,3135.492,18.0,22.2924,False,False,over_20um
594,3142.52,3152.56,6.0,442,3163.604,3177.66,6.0,32.7803,False,False,over_20um
595,3305.168,3152.56,6.0,2821,3345.328,3119.428,18.0,53.428,False,False,over_20um
596,3171.636,3154.568,6.0,442,3163.604,3177.66,6.0,24.449,False,False,over_20um
597,3269.024,3155.572,6.0,4013,3229.868,3135.492,18.0,45.6114,False,False,over_20um
598,3096.336,3163.604,18.0,442,3163.604,3177.66,6.0,69.7607,False,False,over_20um
599,3151.556,3160.592,6.0,442,3163.604,3177.66,6.0,20.8919,False,False,over_20um
600,3267.016,3166.616,12.0,4013,3229.868,3135.492,18.0,48.8332,False,False,over_20um
601,3248.944,3161.596,18.0,4013,3229.868,3135.492,18.0,32.3313,False,False,over_20um
602,3178.664,3176.656,12.0,442,3163.604,3177.66,6.0,16.2423,False,False,10-20um
603,3154.568,3170.632,6.0,442,3163.604,3177.66,6.0,11.4474,True,False,10-20um
604,3316.212,3173.644,6.0,2821,3345.328,3119.428,18.0,62.6986,False,False,over_20um
605,3140.512,3177.66,6.0,442,3163.604,3177.66,6.0,23.092,False,False,over_20um
606,3224.848,3171.636,6.0,1707,3215.812,3141.516,12.0,32.0135,False,False,over_20um
607,3266.012,3174.648,6.0,4013,3229.868,3135.492,18.0,54.6222,False,False,over_20um
608,3247.94,3180.672,6.0,4013,3229.868,3135.492,18.0,50.1182,False,False,over_20um
609,3160.592,3181.676,18.0,442,3163.604,3177.66,6.0,13.0077,False,False,10-20um
610,3292.116,3177.66,6.0,4013,3229.868,3135.492,18.0,76.1377,False,False,over_20um
611,3335.288,3179.668,6.0,2821,3345.328,3119.428,18.0,62.2387,False,False,over_20um
612,3224.848,3183.684,12.0,1707,3215.812,3141.516,12.0,43.1253,False,False,over_20um
613,3192.72,3186.696,18.0,442,3163.604,3177.66,6.0,32.7626,False,False,over_20um
614,3038.104,3197.74,18.0,452,3009.992,3211.796,0.0,36.2195,False,False,over_20um
615,3121.436,3196.736,12.0,442,3163.604,3177.66,6.0,46.6694,False,False,over_20um
616,3180.672,3192.72,12.0,442,3163.604,3177.66,6.0,23.5398,False,False,over_20um
617,3240.912,3194.728,6.0,4027,3214.808,3237.9,24.0,53.5653,False,False,over_20um
618,3203.764,3195.732,12.0,442,3163.604,3177.66,6.0,44.4457,False,False,over_20um
619,3071.236,3208.784,12.0,1726,3060.192,3253.964,12.0,46.5102,False,False,over_20um
620,3159.588,3198.744,12.0,442,3163.604,3177.66,6.0,22.2859,False,False,over_20um
621,3180.672,3206.776,6.0,442,3163.604,3177.66,6.0,33.7499,False,False,over_20um
622,3212.8,3206.776,6.0,4027,3214.808,3237.9,24.0,36.0102,False,False,over_20um
623,3143.524,3209.788,6.0,442,3163.604,3177.66,6.0,37.8869,False,False,over_20um
624,3228.864,3205.772,12.0,4027,3214.808,3237.9,24.0,37.0645,False,False,over_20um
625,3168.624,3216.816,6.0,2850,3166.616,3240.912,24.0,30.1438,False,False,over_20um
626,2993.928,3228.864,12.0,7283,3001.96,3214.808,0.0,20.1515,True,False,over_20um
627,3096.336,3224.848,6.0,1724,3113.404,3250.952,6.0,31.1887,False,False,over_20um
628,4073.228,3222.84,6.0,456,4073.228,3222.84,0.0,6.0,True,True,6-10um
629,3076.256,3225.852,6.0,1726,3060.192,3253.964,12.0,32.9293,True,False,over_20um
630,3162.6,3228.864,6.0,2850,3166.616,3240.912,24.0,22.0291,False,False,over_20um
631,2640.52,3230.872,6.0,460,2641.524,3230.872,6.0,1.004,True,True,0-3um
632,3109.388,3233.884,6.0,1724,3113.404,3250.952,6.0,17.5341,True,False,10-20um
633,2986.9,3249.948,6.0,7283,3001.96,3214.808,0.0,38.6991,False,False,over_20um
634,2953.768,3254.968,6.0,7283,3001.96,3214.808,0.0,63.0182,False,False,over_20um
635,2942.724,3259.988,6.0,7283,3001.96,3214.808,0.0,74.7405,False,False,over_20um
636,2017.036,3660.584,12.0,584,2016.032,3660.584,6.0,6.0834,True,True,6-10um
637,2651.564,3672.632,6.0,588,2653.572,3672.632,6.0,2.008,True,True,0-3um
638,2578.272,3800.14,6.0,615,2578.272,3800.14,0.0,6.0,True,True,6-10um
639,3379.464,4070.216,6.0,679,3379.464,4070.216,0.0,6.0,True,True,6-10um
640,2011.012,4538.08,6.0,780,2009.004,4539.084,0.0,6.4063,True,True,6-10um
641,1713.828,4744.904,6.0,852,1712.824,4744.904,6.0,1.004,True,True,0-3um
642,2977.864,4883.456,6.0,903,2977.864,4883.456,0.0,6.0,True,True,6-10um
643,3048.144,5110.36,6.0,971,3047.14,5111.364,6.0,1.4199,True,True,0-3um
644,4420.612,5249.916,6.0,1012,4421.616,5250.92,0.0,6.1657,True,True,6-10um
645,4463.784,5302.124,6.0,1035,4462.78,5302.124,0.0,6.0834,True,True,6-10um
646,4477.84,5304.132,6.0,1038,4477.84,5304.132,0.0,6.0,True,True,6-10um
647,10803.04,5621.396,6.0,1165,10802.036,5622.4,6.0,1.4199,True,True,0-3um
648,5086.264,5888.46,6.0,1242,5086.264,5888.46,0.0,6.0,True,True,6-10um
649,8987.808,6284.036,6.0,1342,8987.808,6284.036,0.0,6.0,True,True,6-10um
650,2246.952,6476.804,6.0,1394,2247.956,6476.804,6.0,1.004,True,True,0-3um
651,5095.3,6499.896,6.0,1400,5094.296,6498.892,0.0,6.1657,True,True,6-10um
652,4234.872,1605.396,18.0,3771,4281.056,1678.688,18.0,86.6296,False,False,over_20um
653,4317.2,1609.412,12.0,3771,4281.056,1678.688,18.0,78.3681,False,False,over_20um
654,4275.032,1625.476,24.0,3771,4281.056,1678.688,18.0,53.887,False,False,over_20um
655,4237.884,1651.58,24.0,3771,4281.056,1678.688,18.0,51.329,False,False,over_20um
656,4193.708,1678.688,18.0,3770,4151.54,1651.58,18.0,50.1297,False,False,over_20um
657,4171.62,1681.7,12.0,3770,4151.54,1651.58,18.0,36.6936,False,False,over_20um
658,4100.336,1694.752,18.0,1469,4136.48,1704.792,6.0,39.3852,False,False,over_20um
659,4089.292,1697.764,12.0,1469,4136.48,1704.792,6.0,48.0843,False,False,over_20um
660,4074.232,1730.896,24.0,1469,4136.48,1704.792,6.0,69.8587,False,False,over_20um
661,4071.22,1785.112,24.0,1469,4136.48,1704.792,6.0,105.0437,False,False,over_20um
662,4000.94,1789.128,12.0,7434,3936.684,1832.3,6.0,77.6444,False,False,over_20um
663,4021.02,1787.12,30.0,7434,3936.684,1832.3,6.0,98.6397,False,False,over_20um
664,4036.08,1818.244,12.0,7434,3936.684,1832.3,6.0,100.5641,False,False,over_20um
665,4006.964,1858.404,30.0,7434,3936.684,1832.3,6.0,78.7191,False,False,over_20um
666,3834.276,1863.424,12.0,5040,3819.216,1879.488,36.0,32.5708,False,False,over_20um
667,4018.008,1869.448,12.0,7434,3936.684,1832.3,6.0,89.6079,False,False,over_20um
668,3712.792,1897.56,12.0,1478,3737.892,1901.576,18.0,26.1178,False,False,over_20um
669,4302.14,1898.564,12.0,1477,4299.128,1899.568,12.0,3.1749,True,True,3-6um
670,3832.268,1899.568,12.0,2608,3850.34,1920.652,18.0,28.4101,False,False,over_20um
671,3790.1,1901.576,12.0,5045,3807.168,1907.6,24.0,21.7165,False,False,over_20um
672,3416.612,1902.58,12.0,1483,3302.156,1923.664,12.0,116.3817,False,False,over_20um
673,3155.572,1912.62,18.0,5046,3112.4,1922.66,30.0,45.9197,True,False,over_20um
674,4075.236,1915.632,12.0,2614,4120.416,1965.832,18.0,67.8032,False,False,over_20um
