cellfinder_index,cf_x_um,cf_y_um,cf_z_um,nearest_pipeline_index,pipeline_x_um,pipeline_y_um,pipeline_z_um,nearest_distance_um,mutual_match,matched_within_10um,distance_group
77,3711.788,1897.56,6.0,1478,3737.892,1901.576,18.0,29.0094,False,False,over_20um
78,3828.252,1898.564,6.0,5045,3807.168,1907.6,24.0,29.1579,False,False,over_20um
79,3739.9,1901.576,18.0,1478,3737.892,1901.576,18.0,2.008,True,True,0-3um
80,3490.908,1901.576,12.0,1493,3530.064,2006.996,12.0,112.457,False,False,over_20um
81,3600.344,1904.588,18.0,2613,3606.368,1953.784,18.0,49.5634,False,False,over_20um
82,3661.588,1911.616,24.0,6202,3710.784,1927.68,30.0,52.0989,False,False,over_20um
83,3365.408,1907.6,24.0,1483,3302.156,1923.664,12.0,66.3541,False,False,over_20um
84,3761.988,1904.588,12.0,1478,3737.892,1901.576,18.0,25.0138,False,False,over_20um
85,3699.74,1906.596,6.0,6202,3710.784,1927.68,30.0,33.801,False,False,over_20um
86,4008.972,1904.588,6.0,7434,3936.684,1832.3,6.0,102.2307,False,False,over_20um
87,3468.82,1904.588,18.0,1493,3530.064,2006.996,12.0,119.4748,False,False,over_20um
88,3538.096,1911.616,18.0,2613,3606.368,1953.784,18.0,80.2447,False,False,over_20um
89,3848.332,1915.632,18.0,2608,3850.34,1920.652,18.0,5.4067,True,True,3-6um
90,3770.02,1909.608,6.0,2609,3771.024,1931.696,18.0,25.1573,False,False,over_20um
91,4026.04,1913.624,6.0,2614,4120.416,1965.832,18.0,108.5196,False,False,over_20um
92,3721.828,1912.62,6.0,1478,3737.892,1901.576,18.0,22.8915,False,False,over_20um
93,3476.852,1919.648,24.0,1493,3530.064,2006.996,12.0,102.9815,False,False,over_20um
94,3588.296,1915.632,6.0,2613,3606.368,1953.784,18.0,43.8882,False,False,over_20um
95,3503.96,1919.648,12.0,1493,3530.064,2006.996,12.0,91.1652,False,False,over_20um
96,3680.664,1923.664,18.0,6202,3710.784,1927.68,30.0,32.6702,False,False,over_20um
97,3543.116,1926.676,18.0,5049,3585.284,1977.88,30.0,67.4091,False,False,over_20um
98,3779.056,1920.652,12.0,2609,3771.024,1931.696,18.0,14.9159,False,False,10-20um
99,3444.724,1922.66,6.0,1493,3530.064,2006.996,12.0,120.1311,False,False,over_20um
100,3709.78,1927.68,24.0,6202,3710.784,1927.68,30.0,6.0834,True,True,6-10um
101,3383.48,1924.668,6.0,1483,3302.156,1923.664,12.0,81.5512,False,False,over_20um
102,3648.536,1926.676,12.0,2613,3606.368,1953.784,18.0,50.4875,False,False,over_20um
103,3491.912,1924.668,12.0,1493,3530.064,2006.996,12.0,90.7385,False,False,over_20um
104,3570.224,1926.676,6.0,2613,3606.368,1953.784,18.0,46.7465,False,False,over_20um
105,3749.94,1925.672,12.0,2609,3771.024,1931.696,18.0,22.7338,False,False,over_20um
106,3581.268,1929.688,12.0,2613,3606.368,1953.784,18.0,35.3076,False,False,over_20um
107,3401.552,1931.696,6.0,1483,3302.156,1923.664,12.0,99.9003,False,False,over_20um
108,3452.756,1935.712,24.0,1493,3530.064,2006.996,12.0,105.8392,False,False,over_20um
109,3505.968,1933.704,6.0,1493,3530.064,2006.996,12.0,77.3843,False,False,over_20um
110,3523.036,1935.712,12.0,1493,3530.064,2006.996,12.0,71.6296,False,False,over_20um
111,3948.732,1934.708,6.0,3793,3937.688,2012.016,18.0,79.0095,False,False,over_20um
112,3662.592,1936.716,6.0,6202,3710.784,1927.68,30.0,54.5905,False,False,over_20um
113,3801.144,1937.72,12.0,2609,3771.024,1931.696,18.0,31.297,False,False,over_20um
114,3735.884,1932.7,24.0,6202,3710.784,1927.68,30.0,26.2909,False,False,over_20um
115,3931.664,1938.724,12.0,3793,3937.688,2012.016,18.0,73.7835,False,False,over_20um
116,3386.492,1938.724,12.0,1483,3302.156,1923.664,12.0,85.6701,False,False,over_20um
117,4048.128,1942.74,6.0,2614,4120.416,1965.832,18.0,76.8297,False,False,over_20um
118,3670.624,1945.752,6.0,6202,3710.784,1927.68,30.0,50.154,False,False,over_20um
119,4063.188,1944.748,6.0,2614,4120.416,1965.832,18.0,62.1577,False,False,over_20um
120,3874.436,1945.752,6.0,2608,3850.34,1920.652,18.0,36.8053,False,False,over_20um
121,4012.988,1948.764,6.0,3793,3937.688,2012.016,18.0,99.0702,False,False,over_20um
122,3816.204,1946.756,18.0,5045,3807.168,1907.6,24.0,40.6306,False,False,over_20um
123,3441.712,1967.84,18.0,1493,3530.064,2006.996,12.0,96.826,False,False,over_20um
124,3727.852,1949.768,6.0,6202,3710.784,1927.68,30.0,36.813,False,False,over_20um
125,3795.12,1954.788,18.0,2609,3771.024,1931.696,18.0,33.3745,False,False,over_20um
126,3683.676,1954.788,6.0,6202,3710.784,1927.68,30.0,45.2293,False,False,over_20um
127,4031.06,1950.772,24.0,2614,4120.416,1965.832,18.0,90.8146,False,False,over_20um
128,3406.572,1959.808,6.0,1483,3302.156,1923.664,12.0,110.6575,False,False,over_20um
129,3700.744,1960.812,24.0,6202,3710.784,1927.68,30.0,35.1359,False,False,over_20um
130,3985.88,1973.864,18.0,3793,3937.688,2012.016,18.0,61.4658,False,False,over_20um
131,3491.912,1976.876,18.0,1493,3530.064,2006.996,12.0,48.9774,False,False,over_20um
132,4044.112,1966.836,30.0,3791,4104.352,2010.008,24.0,74.3551,False,False,over_20um
133,3717.812,1967.84,6.0,3788,3725.844,1988.924,30.0,32.9401,False,False,over_20um
134,4028.048,1971.856,6.0,3791,4104.352,2010.008,24.0,87.1887,False,False,over_20um
135,3567.212,1972.86,6.0,5049,3585.284,1977.88,30.0,30.4598,False,False,over_20um
136,3333.28,1975.872,12.0,2617,3273.04,1975.872,12.0,60.24,False,False,over_20um
137,3797.128,1981.896,6.0,3795,3797.128,2019.044,24.0,41.2792,False,False,over_20um
138,3991.904,1986.916,6.0,3793,3937.688,2012.016,18.0,60.9375,False,False,over_20um
139,3698.736,1989.928,6.0,3794,3706.768,2018.04,18.0,31.6038,True,False,over_20um
140,3436.692,1992.94,18.0,1497,3504.964,2048.16,12.0,88.0131,False,False,over_20um
141,3407.576,2009.004,24.0,41,3442.716,2095.348,0.0,96.2606,False,False,over_20um
142,3647.532,1994.948,6.0,2620,3625.444,2021.052,12.0,34.7174,True,False,over_20um
143,2952.764,2000.972,12.0,31,2952.764,2001.976,6.0,6.0834,True,True,6-10um
144,3446.732,2016.032,24.0,1497,3504.964,2048.16,12.0,67.5809,False,False,over_20um
145,3778.052,2004.988,6.0,32,3754.96,2008.0,0.0,24.0481,True,False,over_20um
146,3998.932,2014.024,6.0,8015,4009.976,2064.224,36.0,59.5148,False,False,over_20um
147,4013.992,2010.008,24.0,8015,4009.976,2064.224,36.0,55.6732,False,False,over_20um
148,3365.408,2014.024,24.0,3818,3362.396,2109.404,18.0,95.616,False,False,over_20um
149,4035.076,2010.008,6.0,8015,4009.976,2064.224,36.0,66.8535,False,False,over_20um
150,4068.208,2023.06,6.0,3791,4104.352,2010.008,24.0,42.4352,False,False,over_20um
151,3787.088,2025.068,6.0,3795,3797.128,2019.044,24.0,21.473,True,False,over_20um
152,3463.8,2033.1,18.0,1497,3504.964,2048.16,12.0,44.2411,True,False,over_20um
153,3396.532,2027.076,24.0,41,3442.716,2095.348,0.0,85.8489,False,False,over_20um
154,3428.66,2040.128,24.0,41,3442.716,2095.348,0.0,61.829,False,False,over_20um
155,3978.852,2030.088,6.0,3793,3937.688,2012.016,18.0,46.5303,False,False,over_20um
156,3848.332,2032.096,6.0,5055,3861.384,2044.144,18.0,21.4362,True,False,over_20um
157,3383.48,2042.136,30.0,3818,3362.396,2109.404,18.0,71.5089,False,False,over_20um
158,4019.012,2045.148,24.0,8015,4009.976,2064.224,36.0,24.2805,False,False,over_20um
159,3368.42,2040.128,12.0,3818,3362.396,2109.404,18.0,69.7958,False,False,over_20um
160,3940.7,2037.116,6.0,3793,3937.688,2012.016,18.0,27.9836,True,False,over_20um
161,4032.064,2038.12,6.0,8015,4009.976,2064.224,36.0,45.4895,False,False,over_20um
162,4038.088,2042.136,12.0,8015,4009.976,2064.224,36.0,43.06,False,False,over_20um
163,3403.56,2044.144,6.0,41,3442.716,2095.348,0.0,64.7383,False,False,over_20um
164,3374.444,2052.176,12.0,3818,3362.396,2109.404,18.0,58.7894,False,False,over_20um
165,4007.968,2054.184,12.0,8015,4009.976,2064.224,36.0,26.0928,False,False,over_20um
166,3410.588,2071.252,24.0,41,3442.716,2095.348,0.0,46.7849,False,False,over_20um
167,3416.612,2070.248,6.0,41,3442.716,2095.348,0.0,36.7073,False,False,over_20um
168,3614.4,2072.256,6.0,2628,3602.352,2081.292,18.0,19.2563,False,False,10-20um
169,3561.188,2073.26,6.0,42,3578.256,2102.376,6.0,33.7499,True,False,over_20um
170,3722.832,2076.272,6.0,6219,3728.856,2062.216,30.0,28.458,True,False,over_20um
171,4067.204,2076.272,12.0,38,4082.264,2068.24,6.0,18.0919,True,False,10-20um
172,4046.12,2083.3,24.0,8015,4009.976,2064.224,36.0,42.5944,False,False,over_20um
173,3356.372,2083.3,6.0,3818,3362.396,2109.404,18.0,29.3549,False,False,over_20um
174,4027.044,2112.416,24.0,6240,4030.056,2142.536,36.0,32.562,False,False,over_20um
175,4033.068,2090.328,6.0,2630,3999.936,2090.328,18.0,35.2382,False,False,over_20um
176,3404.564,2097.356,24.0,3818,3362.396,2109.404,18.0,44.2639,False,False,over_20um
177,4089.292,2096.352,6.0,38,4082.264,2068.24,6.0,28.9772,False,False,over_20um
178,3459.784,2098.36,6.0,41,3442.716,2095.348,0.0,18.3409,True,False,10-20um
179,4040.096,2102.376,6.0,2630,3999.936,2090.328,18.0,43.6117,False,False,over_20um
180,3416.612,2103.38,6.0,41,3442.716,2095.348,0.0,27.963,False,False,over_20um
181,3726.848,2111.412,6.0,1513,3749.94,2116.432,12.0,24.3812,True,False,over_20um
182,3542.112,2111.412,6.0,2629,3531.068,2088.32,18.0,28.2703,True,False,over_20um
183,3395.528,2118.44,18.0,3818,3362.396,2109.404,18.0,34.3421,False,False,over_20um
184,3865.4,2112.416,6.0,40,3861.384,2094.344,6.0,18.5128,True,False,10-20um
185,3882.468,2118.44,6.0,1517,3882.468,2128.48,12.0,11.6962,True,False,10-20um
186,4006.964,2120.448,6.0,1522,3988.892,2136.512,12.0,24.9128,False,False,over_20um
187,4056.16,2122.456,6.0,6240,4030.056,2142.536,36.0,44.5491,False,False,over_20um
188,4072.224,2126.472,12.0,6240,4030.056,2142.536,36.0,51.1096,False,False,over_20um
189,3775.04,2127.476,6.0,1511,3765.0,2107.396,12.0,23.2381,True,False,over_20um
190,4028.048,2152.576,24.0,6240,4030.056,2142.536,36.0,15.7745,True,False,10-20um
191,3599.34,2130.488,6.0,54,3582.272,2141.532,0.0,21.1964,True,False,over_20um
192,3726.848,2142.536,6.0,1519,3721.828,2136.512,18.0,14.3349,True,False,10-20um
193,3435.688,2153.58,12.0,2637,3434.684,2136.512,18.0,18.1197,True,False,10-20um
194,4035.076,2154.584,6.0,6240,4030.056,2142.536,36.0,32.7163,False,False,over_20um
195,3387.496,2158.6,6.0,63,3350.348,2160.608,0.0,37.683,False,False,over_20um
196,3349.344,2160.608,6.0,63,3350.348,2160.608,0.0,6.0834,True,True,6-10um
197,4076.24,2165.628,12.0,3837,4114.392,2180.688,18.0,41.4533,False,False,over_20um
198,3414.604,2166.632,6.0,2637,3434.684,2136.512,18.0,38.1369,False,False,over_20um
199,4054.152,2169.644,6.0,2655,4028.048,2195.748,12.0,37.401,False,False,over_20um
200,4021.02,2171.652,6.0,2655,4028.048,2195.748,12.0,25.8072,False,False,over_20um
201,3538.096,2173.66,6.0,73,3548.136,2176.672,0.0,12.0778,True,False,10-20um
202,3459.784,2176.672,6.0,5076,3445.728,2167.636,30.0,29.2442,False,False,over_20um
203,3977.848,2181.692,6.0,72,3988.892,2176.672,6.0,12.1314,True,False,10-20um
204,4033.068,2192.736,24.0,2655,4028.048,2195.748,12.0,13.3519,True,False,10-20um
205,3963.792,2181.692,12.0,1530,3951.744,2181.692,18.0,13.4594,True,False,10-20um
206,3416.612,2181.692,12.0,3844,3399.544,2202.776,24.0,29.6623,False,False,over_20um
207,3592.312,2186.712,6.0,1536,3594.32,2210.808,18.0,26.9935,False,False,over_20um
208,3390.508,2188.72,18.0,3844,3399.544,2202.776,24.0,17.7544,False,False,10-20um
209,3767.008,2192.736,6.0,75,3767.008,2191.732,6.0,1.004,True,True,0-3um
210,3790.1,2189.724,24.0,3846,3786.084,2206.792,36.0,21.2472,True,False,over_20um
211,3782.068,2193.74,6.0,75,3767.008,2191.732,6.0,15.1933,False,False,10-20um
212,3538.096,2203.78,12.0,3849,3527.052,2222.856,18.0,22.8443,True,False,over_20um
213,4091.3,2203.78,6.0,3837,4114.392,2180.688,18.0,34.792,False,False,over_20um
214,4066.2,2203.78,12.0,2655,4028.048,2195.748,12.0,38.9883,False,False,over_20um
215,4059.172,2208.8,6.0,2655,4028.048,2195.748,12.0,34.2791,False,False,over_20um
216,3408.58,2207.796,24.0,3844,3399.544,2202.776,24.0,10.3368,False,False,10-20um
217,4019.012,2213.82,12.0,2655,4028.048,2195.748,12.0,20.2051,False,False,over_20um
218,4058.168,2213.82,6.0,2655,4028.048,2195.748,12.0,35.6344,False,False,over_20um
219,4078.248,2215.828,6.0,3837,4114.392,2180.688,18.0,51.819,False,False,over_20um
220,4059.172,2214.824,6.0,2655,4028.048,2195.748,12.0,36.9946,False,False,over_20um
221,3502.956,2225.868,18.0,3849,3527.052,2222.856,18.0,24.2835,False,False,over_20um
222,3480.868,2224.864,18.0,3855,3469.824,2245.948,24.0,24.546,True,False,over_20um
223,4050.136,2224.864,18.0,2655,4028.048,2195.748,12.0,37.0354,False,False,over_20um
224,4059.172,2223.86,6.0,2655,4028.048,2195.748,12.0,42.3673,False,False,over_20um
225,3888.492,2224.864,6.0,85,3879.456,2214.824,0.0,14.7801,True,False,10-20um
226,3416.612,2228.88,6.0,3844,3399.544,2202.776,24.0,36.0102,False,False,over_20um
227,3807.168,2232.896,6.0,92,3792.108,2228.88,6.0,15.5863,True,False,10-20um
228,4039.092,2231.892,6.0,102,4007.968,2245.948,6.0,34.1508,False,False,over_20um
229,4052.144,2235.908,6.0,102,4007.968,2245.948,6.0,45.3025,False,False,over_20um
230,3534.08,2241.932,6.0,97,3552.152,2242.936,6.0,18.0999,True,False,10-20um
231,3619.42,2248.96,24.0,3857,3621.428,2253.98,24.0,5.4067,True,True,3-6um
232,3417.616,2259.0,24.0,129,3402.556,2284.1,0.0,37.8525,False,False,over_20um
233,3651.548,2247.956,6.0,1542,3659.58,2239.924,6.0,11.359,True,False,10-20um
234,4058.168,2250.968,6.0,102,4007.968,2245.948,6.0,50.4504,False,False,over_20um
235,4014.996,2256.992,6.0,102,4007.968,2245.948,6.0,13.0906,True,False,10-20um
236,3827.248,2268.036,18.0,3860,3806.164,2267.032,18.0,21.1079,True,False,over_20um
237,3844.316,2257.996,6.0,121,3849.336,2266.028,0.0,11.2122,True,False,10-20um
238,3846.324,2264.02,24.0,121,3849.336,2266.028,0.0,24.2715,False,False,over_20um
239,3420.628,2268.036,6.0,129,3402.556,2284.1,0.0,24.9128,False,False,over_20um
240,3743.916,2270.044,24.0,5095,3745.924,2248.96,24.0,21.1794,True,False,over_20um
241,3977.848,2272.052,12.0,1556,3976.844,2288.116,12.0,16.0953,True,False,10-20um
242,3698.736,2278.076,6.0,136,3705.764,2291.128,0.0,15.9921,True,False,10-20um
243,3426.652,2285.104,6.0,129,3402.556,2284.1,0.0,24.8521,True,False,over_20um
244,4036.08,2291.128,12.0,6275,4032.064,2309.2,36.0,30.3105,False,False,over_20um
245,4060.176,2290.124,18.0,6275,4032.064,2309.2,36.0,38.4471,False,False,over_20um
246,3830.26,2300.164,6.0,140,3830.26,2300.164,6.0,0.0,True,True,0-3um
247,7574.176,2305.184,6.0,142,7573.172,2305.184,0.0,6.0834,True,True,6-10um
248,3731.868,2329.28,12.0,155,3731.868,2329.28,0.0,12.0,True,False,10-20um
249,4027.044,2325.264,30.0,6275,4032.064,2309.2,36.0,17.8676,False,False,10-20um
250,3428.66,2330.284,6.0,129,3402.556,2284.1,0.0,53.389,False,False,over_20um
251,3962.788,2341.328,18.0,5113,3935.68,2331.288,24.0,29.5236,False,False,over_20um
252,3473.84,2338.316,24.0,6279,3488.9,2321.248,30.0,23.5398,False,False,over_20um
253,4021.02,2344.34,18.0,6275,4032.064,2309.2,36.0,40.9974,False,False,over_20um
254,3654.56,2351.368,6.0,174,3645.524,2354.38,6.0,9.5248,True,True,6-10um
255,3834.276,2356.388,6.0,2694,3825.24,2363.416,12.0,12.9245,True,False,10-20um
256,4005.96,2356.388,24.0,5108,3992.908,2313.216,30.0,45.4992,False,False,over_20um
257,3428.66,2366.428,24.0,1582,3444.724,2414.62,12.0,52.1969,False,False,over_20um
258,3891.504,2367.432,6.0,3897,3892.508,2380.484,18.0,17.7585,True,False,10-20um
259,3739.9,2368.436,6.0,1570,3732.872,2376.468,6.0,10.6727,True,False,10-20um
260,3452.756,2377.472,6.0,1582,3444.724,2414.62,12.0,38.4771,False,False,over_20um
261,3418.62,2381.488,6.0,1582,3444.724,2414.62,12.0,42.6046,False,False,over_20um
262,3859.376,2388.516,6.0,189,3859.376,2388.516,0.0,6.0,True,True,6-10um
263,3983.872,2387.512,24.0,2710,3953.752,2411.608,18.0,39.0363,False,False,over_20um
264,3593.316,2391.528,6.0,183,3601.348,2378.476,0.0,16.4581,True,False,10-20um
265,3993.912,2391.528,6.0,2710,3953.752,2411.608,18.0,46.4761,False,False,over_20um
266,3568.216,2393.536,12.0,2705,3558.176,2397.552,18.0,12.3665,True,False,10-20um
267,3741.908,2392.532,6.0,1577,3743.916,2402.572,12.0,11.8673,True,False,10-20um
268,3457.776,2393.536,12.0,1582,3444.724,2414.62,12.0,24.797,False,False,over_20um
269,3520.024,2395.544,6.0,3899,3510.988,2384.5,18.0,18.6445,True,False,10-20um
270,3714.8,2394.54,6.0,181,3712.792,2375.464,0.0,20.0979,True,False,over_20um
271,3435.688,2397.552,18.0,1582,3444.724,2414.62,12.0,20.2229,False,False,over_20um
272,3797.128,2398.556,6.0,190,3811.184,2392.532,6.0,15.2925,True,False,10-20um
273,3499.944,2403.576,6.0,1581,3514.0,2414.62,12.0,18.8558,True,False,10-20um
274,3992.908,2405.584,12.0,2710,3953.752,2411.608,18.0,40.0685,False,False,over_20um
275,3589.3,2406.588,12.0,2706,3580.264,2399.56,12.0,11.4474,True,False,10-20um
276,3738.896,2419.64,6.0,1580,3749.94,2413.616,6.0,12.5801,True,False,10-20um
277,3668.616,2428.676,6.0,2712,3664.6,2423.656,12.0,8.7937,True,True,6-10um
278,3574.24,2432.692,6.0,1593,3567.212,2441.728,12.0,12.9245,True,False,10-20um
279,3993.912,2433.696,6.0,2710,3953.752,2411.608,18.0,47.3783,False,False,over_20um
280,3979.856,2436.708,24.0,2710,3953.752,2411.608,18.0,36.7073,False,False,over_20um
281,3688.696,2435.704,6.0,220,3698.736,2442.732,6.0,12.2554,True,False,10-20um
282,3824.236,2439.72,6.0,2719,3828.252,2445.744,12.0,9.403,True,True,6-10um
283,3450.748,2442.732,12.0,1582,3444.724,2414.62,12.0,28.7502,False,False,over_20um
284,3951.744,2441.728,24.0,2710,3953.752,2411.608,18.0,30.7774,False,False,over_20um
285,3740.904,2448.756,6.0,1591,3741.908,2439.72,12.0,10.893,True,False,10-20um
286,3459.784,2455.784,6.0,5140,3464.804,2463.816,30.0,25.8014,False,False,over_20um
287,3612.392,2456.788,6.0,2723,3609.38,2461.808,18.0,13.3519,True,False,10-20um
288,3946.724,2462.812,6.0,216,3926.644,2438.716,0.0,31.9347,False,False,over_20um
289,3938.692,2466.828,30.0,216,3926.644,2438.716,0.0,42.842,False,False,over_20um
290,3594.32,2473.856,6.0,1602,3579.26,2479.88,6.0,16.2201,True,False,10-20um
291,3994.916,2473.856,6.0,2710,3953.752,2411.608,18.0,75.5863,False,False,over_20um
292,3446.732,2475.864,6.0,5140,3464.804,2463.816,30.0,32.369,False,False,over_20um
293,3467.816,2486.908,6.0,5141,3490.908,2471.848,24.0,32.9248,True,False,over_20um
294,3615.404,2484.9,6.0,230,3619.42,2470.844,6.0,14.6185,True,False,10-20um
295,3452.756,2493.936,6.0,5140,3464.804,2463.816,30.0,40.3531,False,False,over_20um
296,3521.028,2495.944,6.0,1604,3514.0,2482.892,12.0,15.9921,True,False,10-20um
297,3938.692,2498.956,6.0,259,3921.624,2537.108,0.0,42.2243,False,False,over_20um
298,3917.608,2498.956,6.0,242,3888.492,2499.96,12.0,29.7447,False,False,over_20um
299,3431.672,2498.956,6.0,6319,3431.672,2457.792,36.0,50.936,False,False,over_20um
300,3463.8,2512.008,6.0,5148,3507.976,2504.98,30.0,50.7633,False,False,over_20um
301,3952.748,2510.0,6.0,259,3921.624,2537.108,0.0,41.7079,False,False,over_20um
302,3428.66,2514.016,6.0,6319,3431.672,2457.792,36.0,63.7982,False,False,over_20um
303,3442.716,2513.012,6.0,5140,3464.804,2463.816,30.0,59.0265,False,False,over_20um
304,3485.888,2518.032,6.0,5148,3507.976,2504.98,30.0,35.1317,False,False,over_20um
305,3753.956,2516.024,24.0,2739,3756.968,2515.02,18.0,6.7882,True,True,6-10um
306,3919.616,2518.032,12.0,259,3921.624,2537.108,0.0,22.6258,False,False,over_20um
307,3473.84,2523.052,24.0,5148,3507.976,2504.98,30.0,39.0879,False,False,over_20um
308,3821.224,2527.068,6.0,1611,3819.216,2516.024,12.0,12.728,True,False,10-20um
309,3955.76,2530.08,6.0,259,3921.624,2537.108,0.0,35.3647,False,False,over_20um
310,3435.688,2533.092,12.0,281,3488.9,2588.312,6.0,76.9205,False,False,over_20um
311,3923.632,2537.108,24.0,259,3921.624,2537.108,0.0,24.0839,False,False,over_20um
312,3452.756,2540.12,6.0,281,3488.9,2588.312,6.0,60.24,False,False,over_20um
313,3475.848,2547.148,24.0,2746,3516.008,2550.16,12.0,42.0226,False,False,over_20um
314,3863.392,2547.148,6.0,260,3822.228,2540.12,6.0,41.7596,False,False,over_20um
315,3921.624,2554.176,6.0,259,3921.624,2537.108,0.0,18.0919,True,False,10-20um
316,3902.548,2551.164,24.0,259,3921.624,2537.108,0.0,33.7263,False,False,over_20um
317,3817.208,2556.184,6.0,261,3812.188,2543.132,0.0,15.2169,True,False,10-20um
318,3448.74,2558.192,18.0,281,3488.9,2588.312,6.0,51.6143,False,False,over_20um
319,3883.472,2562.208,18.0,259,3921.624,2537.108,0.0,49.0875,False,False,over_20um
320,3820.22,2568.232,18.0,260,3822.228,2540.12,6.0,30.632,False,False,over_20um
321,3684.68,2565.22,6.0,1620,3687.692,2551.164,6.0,14.3751,True,False,10-20um
322,3959.776,2565.22,6.0,259,3921.624,2537.108,0.0,47.7688,False,False,over_20um
323,3437.696,2574.256,6.0,281,3488.9,2588.312,6.0,53.0982,False,False,over_20um
324,3874.436,2577.268,12.0,259,3921.624,2537.108,0.0,63.1152,False,False,over_20um
325,3902.548,2575.26,12.0,259,3921.624,2537.108,0.0,44.311,False,False,over_20um
326,3781.064,2583.292,18.0,3940,3785.08,2561.204,18.0,22.4501,True,False,over_20um
327,3630.464,2582.288,6.0,280,3615.404,2587.308,0.0,16.9707,True,False,10-20um
328,3886.484,2581.284,6.0,259,3921.624,2537.108,0.0,56.7656,False,False,over_20um
329,3457.776,2579.276,24.0,281,3488.9,2588.312,6.0,37.0723,False,False,over_20um
330,3846.324,2590.32,12.0,260,3822.228,2540.12,6.0,56.0059,False,False,over_20um
331,3918.612,2587.308,6.0,259,3921.624,2537.108,0.0,50.6469,False,False,over_20um
332,3413.6,2588.312,18.0,6337,3394.524,2602.368,30.0,26.5606,False,False,over_20um
333,3431.672,2588.312,6.0,6337,3394.524,2602.368,30.0,46.4063,False,False,over_20um
334,3879.456,2592.328,12.0,259,3921.624,2537.108,0.0,70.5081,False,False,over_20um
335,3635.484,2593.332,6.0,290,3627.452,2609.396,6.0,17.9601,True,False,10-20um
336,3510.988,2592.328,6.0,284,3528.056,2597.348,6.0,17.7909,False,False,10-20um
337,3831.264,2595.34,18.0,260,3822.228,2540.12,6.0,57.2267,False,False,over_20um
338,3656.568,2597.348,6.0,288,3650.544,2610.4,12.0,15.577,True,False,10-20um
339,3988.892,2598.352,6.0,301,3990.9,2646.544,12.0,48.6056,False,False,over_20um
340,3862.388,2600.36,6.0,309,3894.516,2661.604,0.0,69.4193,False,False,over_20um
341,3793.112,2610.4,12.0,3940,3785.08,2561.204,18.0,50.2072,False,False,over_20um
342,3896.524,2600.36,12.0,309,3894.516,2661.604,0.0,62.4408,False,False,over_20um
343,3923.632,2603.372,6.0,309,3894.516,2661.604,0.0,65.3812,False,False,over_20um
344,3432.676,2599.356,24.0,6337,3394.524,2602.368,30.0,38.7382,False,False,over_20um
345,3738.896,2603.372,6.0,275,3729.86,2577.268,0.0,28.2678,True,False,over_20um
346,3530.064,2606.384,6.0,284,3528.056,2597.348,6.0,9.2564,True,True,6-10um
347,3909.576,2606.384,6.0,309,3894.516,2661.604,0.0,57.5504,False,False,over_20um
348,3872.428,2609.396,12.0,309,3894.516,2661.604,0.0,57.9444,False,False,over_20um
349,3750.944,2611.404,6.0,275,3729.86,2577.268,0.0,40.5685,False,False,over_20um
350,3831.264,2612.408,6.0,3940,3785.08,2561.204,18.0,69.9915,False,False,over_20um
351,4002.948,2605.38,18.0,3948,4034.072,2619.436,24.0,34.6738,False,False,over_20um
352,3936.684,2618.432,18.0,312,3957.768,2665.62,0.0,54.7288,False,False,over_20um
353,3524.04,2618.432,24.0,5161,3516.008,2599.356,36.0,23.925,True,False,over_20um
354,3815.2,2617.428,12.0,3940,3785.08,2561.204,18.0,64.0652,False,False,over_20um
355,3960.78,2621.444,12.0,301,3990.9,2646.544,12.0,39.2075,False,False,over_20um
356,3454.764,2616.424,6.0,1639,3489.904,2610.4,6.0,35.6526,False,False,over_20um
357,3726.848,2617.428,18.0,291,3686.688,2610.4,6.0,42.4996,False,False,over_20um
358,3853.352,2618.432,12.0,309,3894.516,2661.604,0.0,60.8465,False,False,over_20um
359,3403.56,2620.44,24.0,6337,3394.524,2602.368,30.0,21.0772,False,False,over_20um
360,3530.064,2616.424,6.0,284,3528.056,2597.348,6.0,19.1814,False,False,10-20um
361,3754.96,2618.432,12.0,2750,3737.892,2574.256,18.0,47.7372,False,False,over_20um
362,3679.66,2624.456,24.0,291,3686.688,2610.4,6.0,23.8949,True,False,over_20um
363,3426.652,2623.452,24.0,6337,3394.524,2602.368,30.0,38.894,False,False,over_20um
364,3442.716,2623.452,12.0,1639,3489.904,2610.4,6.0,49.3261,False,False,over_20um
365,3806.164,2623.452,6.0,3940,3785.08,2561.204,18.0,66.8083,False,False,over_20um
366,3874.436,2625.46,6.0,309,3894.516,2661.604,0.0,41.7803,False,False,over_20um
367,3791.104,2630.48,6.0,3940,3785.08,2561.204,18.0,70.5652,False,False,over_20um
368,3750.944,2631.484,6.0,275,3729.86,2577.268,0.0,58.48,False,False,over_20um
369,3865.4,2644.536,12.0,309,3894.516,2661.604,0.0,35.8198,False,False,over_20um
370,3460.788,2629.476,6.0,1639,3489.904,2610.4,6.0,34.8086,False,False,over_20um
371,3458.78,2630.48,6.0,1639,3489.904,2610.4,6.0,37.0393,False,False,over_20um
372,3639.5,2634.496,6.0,299,3652.552,2640.52,0.0,15.577,True,False,10-20um
373,3718.816,2638.512,18.0,291,3686.688,2610.4,6.0,44.3452,False,False,over_20um
374,3916.604,2636.504,12.0,309,3894.516,2661.604,0.0,35.5231,False,False,over_20um
