x,y,z,plane,x_um,y_um,z_um
3036,6898,4,5,3048.1440000000002,6925.592,24.0
7746,1356,5,6,7776.984,1361.424,30.0
5057,1455,5,6,5077.228,1460.82,30.0
4408,1527,5,6,4425.632,1533.108,30.0
4324,1545,6,7,4341.296,1551.18,36.0
4318,1578,5,6,4335.272,1584.312,30.0
4197,1633,6,7,4213.7880000000005,1639.532,36.0
4167,1657,5,6,4183.668,1663.628,30.0
4072,1671,6,7,4088.288,1677.684,36.0
4094,1691,6,7,4110.376,1697.764,36.0
4024,1710,6,7,4040.096,1716.84,36.0
4063,1752,6,7,4079.252,1759.008,36.0
3961,1761,6,7,3976.844,1768.044,36.0
4236,1780,6,7,4252.944,1787.1200000000001,36.0
3950,1808,6,7,3965.8,1815.232,36.0
4040,1808,5,6,4056.16,1815.232,30.0
5605,1808,5,6,5627.42,1815.232,30.0
3824,1818,5,6,3839.296,1825.272,30.0
4053,1859,5,6,4069.212,1866.436,30.0
4025,1881,6,7,4041.1,1888.5240000000001,36.0
3418,1891,5,6,3431.672,1898.564,30.0
3795,1901,5,6,3810.18,1908.604,30.0
3748,1909,5,6,3762.992,1916.636,30.0
3987,1915,5,6,4002.948,1922.66,30.0
3409,1921,6,7,3422.636,1928.684,36.0
3332,1921,5,6,3345.328,1928.684,30.0
3512,1921,6,7,3526.0480000000002,1928.684,36.0
3990,1929,6,7,4005.96,1936.716,36.0
3472,1927,5,6,3485.888,1934.708,30.0
3501,1930,5,6,3515.004,1937.72,30.0
3680,1935,6,7,3694.72,1942.74,36.0
3623,1937,6,7,3637.492,1944.748,36.0
3344,1939,6,7,3357.376,1946.756,36.0
3694,1940,6,7,3708.776,1947.76,36.0
3321,1956,6,7,3334.284,1963.824,36.0
4060,1958,5,6,4076.2400000000002,1965.832,30.0
3459,1958,6,7,3472.836,1965.832,36.0
3594,1966,5,6,3608.376,1973.864,30.0
2960,1974,5,6,2971.84,1981.896,30.0
3640,1992,6,7,3654.56,1999.968,36.0
3316,1992,5,6,3329.264,1999.968,30.0
4037,1993,6,7,4053.148,2000.972,36.0
3726,1994,5,6,3740.904,2001.976,30.0
3755,1996,5,6,3770.02,2003.984,30.0
3283,2015,5,6,3296.132,2023.06,30.0
3403,2019,6,7,3416.612,2027.076,36.0
3317,2028,5,6,3330.268,2036.112,30.0
3329,2035,5,6,3342.316,2043.14,30.0
4074,2037,6,7,4090.296,2045.148,36.0
3308,2047,6,7,3321.232,2055.188,36.0
3989,2054,6,7,4004.956,2062.216,36.0
4075,2054,5,6,4091.3,2062.216,30.0
4046,2072,5,6,4062.184,2080.288,30.0
3293,2070,5,6,3306.172,2078.28,30.0
3809,2076,6,7,3824.236,2084.304,36.0
3957,2094,6,7,3972.828,2102.376,36.0
4098,2111,5,6,4114.392,2119.444,30.0
4036,2114,6,7,4052.1440000000002,2122.456,36.0
5577,2118,5,6,5599.308,2126.472,30.0
4040,2135,6,7,4056.16,2143.54,36.0
4093,2133,6,7,4109.372,2141.532,36.0
3379,2139,6,7,3392.516,2147.556,36.0
3423,2146,6,7,3436.692,2154.584,36.0
3768,2148,6,7,3783.072,2156.592,36.0
4048,2154,5,6,4064.192,2162.616,30.0
3531,2199,5,6,3545.124,2207.796,30.0
4003,2203,6,7,4019.012,2211.812,36.0
3405,2208,5,6,3418.62,2216.832,30.0
4014,2216,6,7,4030.056,2224.864,36.0
3385,2220,6,7,3398.54,2228.88,36.0
3556,2221,5,6,3570.224,2229.884,30.0
4110,2229,5,6,4126.44,2237.916,30.0
3980,2231,6,7,3995.92,2239.924,36.0
3377,2235,5,6,3390.508,2243.94,30.0
3390,2271,6,7,3403.56,2280.084,36.0
4062,2277,5,6,4078.248,2286.108,30.0
3444,2278,5,6,3457.776,2287.112,30.0
3849,2286,5,6,3864.396,2295.1440000000002,30.0
3396,2289,5,6,3409.584,2298.156,30.0
3918,2289,5,6,3933.672,2298.156,30.0
3414,2310,6,7,3427.656,2319.24,36.0
3456,2316,5,6,3469.824,2325.264,30.0
4027,2323,6,7,4043.108,2332.292,36.0
3951,2342,6,7,3966.804,2351.368,36.0
2522,2350,6,7,2532.088,2359.4,36.0
3717,2350,5,6,3731.868,2359.4,30.0
3414,2370,5,6,3427.656,2379.48,30.0
3988,2374,6,7,4003.952,2383.496,36.0
3382,2395,5,6,3395.528,2404.58,30.0
3812,2394,6,7,3827.248,2403.576,36.0
3664,2419,6,7,3678.656,2428.676,36.0
3428,2432,5,6,3441.712,2441.728,30.0
3446,2434,6,7,3459.784,2443.736,36.0
3402,2442,6,7,3415.608,2451.768,36.0
3972,2451,5,6,3987.888,2460.804,30.0
3445,2475,5,6,3458.78,2484.9,30.0
3419,2490,5,6,3432.676,2499.96,30.0
3901,2512,6,7,3916.604,2522.0480000000002,36.0
3603,2520,6,7,3617.412,2530.08,36.0
3619,2533,5,6,3633.476,2543.132,30.0
3425,2570,5,6,3438.7,2580.28,30.0
3383,2576,5,6,3396.532,2586.304,30.0
3595,2590,5,6,3609.38,2600.36,30.0
3460,2616,5,6,3473.84,2626.464,30.0
3421,2647,6,7,3434.684,2657.588,36.0
3913,2649,6,7,3928.652,2659.596,36.0
5762,2648,5,6,5785.048,2658.592,30.0
3596,2651,5,6,3610.384,2661.604,30.0
3461,2652,5,6,3474.844,2662.608,30.0
3400,2661,6,7,3413.6,2671.6440000000002,36.0
3766,2668,5,6,3781.064,2678.672,30.0
10836,2673,5,6,10879.344,2683.692,30.0
3506,2681,5,6,3520.024,2691.724,30.0
3578,2682,5,6,3592.312,2692.728,30.0
3483,2713,6,7,3496.932,2723.852,36.0
3454,2728,5,6,3467.816,2738.912,30.0
3638,2729,5,6,3652.552,2739.916,30.0
3849,2741,5,6,3864.396,2751.964,30.0
3665,2801,5,6,3679.66,2812.204,30.0
3541,2805,5,6,3555.164,2816.22,30.0
3667,2827,5,6,3681.668,2838.308,30.0
3623,2870,5,6,3637.492,2881.48,30.0
3519,2871,5,6,3533.076,2882.484,30.0
5981,2887,5,6,6004.924,2898.5480000000002,30.0
3344,2924,5,6,3357.376,2935.696,30.0
3399,3047,5,6,3412.596,3059.188,30.0
3384,3052,5,6,3397.536,3064.208,30.0
3262,3075,6,7,3275.0480000000002,3087.3,36.0
3225,3103,5,6,3237.9,3115.412,30.0
3215,3114,6,7,3227.86,3126.456,36.0
3250,3130,5,6,3263.0,3142.52,30.0
3220,3129,5,6,3232.88,3141.516,30.0
3076,3175,5,6,3088.304,3187.7,30.0
3169,3184,5,6,3181.676,3196.736,30.0
3202,3225,5,6,3214.808,3237.9,30.0
1979,3522,5,6,1986.916,3536.088,30.0
2060,3566,5,6,2068.24,3580.264,30.0
1996,3577,5,6,2003.984,3591.308,30.0
2577,3730,5,6,2587.308,3744.92,30.0
2515,3778,5,6,2525.06,3793.112,30.0
3826,3846,5,6,3841.304,3861.384,30.0
3509,3980,5,6,3523.036,3995.92,30.0
3453,3983,5,6,3466.812,3998.932,30.0
1246,4138,5,6,1250.984,4154.552,30.0
1878,4184,5,6,1885.512,4200.736,30.0
1830,4420,5,6,1837.32,4437.68,30.0
11047,4483,5,6,11091.188,4500.932,30.0
1679,4491,5,6,1685.716,4508.964,30.0
1487,4494,5,6,1492.948,4511.976,30.0
1684,4509,5,6,1690.736,4527.036,30.0
1764,4520,5,6,1771.056,4538.08,30.0
1465,4532,5,6,1470.86,4550.128,30.0
1455,4567,6,7,1460.82,4585.268,36.0
1410,4676,5,6,1415.64,4694.704,30.0
1369,4704,5,6,1374.476,4722.816,30.0
1424,4738,5,6,1429.696,4756.952,30.0
1725,4768,6,7,1731.9,4787.072,36.0
1760,4792,5,6,1767.04,4811.168,30.0
1880,4864,5,6,1887.52,4883.456,30.0
1578,4926,5,6,1584.312,4945.704,30.0
1381,5034,5,6,1386.5240000000001,5054.136,30.0
1453,5043,5,6,1458.812,5063.172,30.0
3278,5047,5,6,3291.112,5067.188,30.0
1432,5060,5,6,1437.728,5080.24,30.0
1413,5069,5,6,1418.652,5089.276,30.0
1836,5076,5,6,1843.344,5096.304,30.0
1446,5188,5,6,1451.784,5208.752,30.0
8417,5203,5,6,8450.668,5223.812,30.0
1466,5236,5,6,1471.864,5256.944,30.0
8436,5254,6,7,8469.744,5275.016,36.0
2811,5271,5,6,2822.244,5292.084,30.0
2000,5312,5,6,2008.0,5333.248,30.0
8542,5408,6,7,8576.168,5429.632,36.0
11200,5522,5,6,11244.8,5544.088,30.0
9114,5700,5,6,9150.456,5722.8,30.0
1646,5709,5,6,1652.584,5731.836,30.0
10412,5962,5,6,10453.648,5985.848,30.0
10665,5990,5,6,10707.66,6013.96,30.0
10275,6117,5,6,10316.1,6141.468,30.0
10651,6194,5,6,10693.604,6218.776,30.0
9938,6286,5,6,9977.752,6311.144,30.0
10323,6286,5,6,10364.292,6311.144,30.0
10416,6314,5,6,10457.664,6339.256,30.0
10626,6324,5,6,10668.504,6349.296,30.0
10538,6350,5,6,10580.152,6375.4,30.0
10296,6385,5,6,10337.184,6410.54,30.0
2095,6417,6,7,2103.38,6442.668,36.0
10171,6431,5,6,10211.684,6456.724,30.0
10094,6506,5,6,10134.376,6532.024,30.0
3583,6625,5,6,3597.332,6651.5,30.0
9729,6661,5,6,9767.916,6687.644,30.0
3513,6685,5,6,3527.052,6711.74,30.0
3466,6720,5,6,3479.864,6746.88,30.0
5278,1456,6,7,5299.112,1461.824,36.0
5315,1463,6,7,5336.26,1468.852,36.0
4194,1600,6,7,4210.776,1606.4,36.0
5559,1602,6,7,5581.236,1608.408,36.0
4270,1613,6,7,4287.08,1619.452,36.0
4186,1629,6,7,4202.744,1635.516,36.0
9172,1631,6,7,9208.688,1637.5240000000001,36.0
4282,1640,6,7,4299.128,1646.56,36.0
4078,1649,6,7,4094.312,1655.596,36.0
4769,1657,6,7,4788.076,1663.628,36.0
4252,1658,6,7,4269.008,1664.632,36.0
4211,1661,6,7,4227.844,1667.644,36.0
4108,1665,6,7,4124.432,1671.66,36.0
4084,1668,6,7,4100.336,1674.672,36.0
4168,1675,6,7,4184.672,1681.7,36.0
4108,1681,6,7,4124.432,1687.724,36.0
4214,1682,6,7,4230.856,1688.728,36.0
4029,1684,6,7,4045.116,1690.736,36.0
4020,1687,6,7,4036.08,1693.748,36.0
4186,1692,6,7,4202.744,1698.768,36.0
4003,1694,6,7,4019.012,1700.776,36.0
4118,1698,6,7,4134.472,1704.792,36.0
4018,1719,6,7,4034.072,1725.876,36.0
4168,1723,6,7,4184.672,1729.892,36.0
4017,1720,6,7,4033.068,1726.88,36.0
3982,1735,6,7,3997.928,1741.94,36.0
4167,1743,6,7,4183.668,1749.972,36.0
4012,1745,6,7,4028.0480000000002,1751.98,36.0
3968,1754,6,7,3983.872,1761.016,36.0
3991,1762,6,7,4006.964,1769.048,36.0
3980,1775,6,7,3995.92,1782.1,36.0
4068,1778,6,7,4084.272,1785.112,36.0
4078,1789,6,7,4094.312,1796.156,36.0
3963,1792,6,7,3978.852,1799.1680000000001,36.0
3990,1799,6,7,4005.96,1806.196,36.0
4088,1799,6,7,4104.352,1806.196,36.0
4064,1805,6,7,4080.256,1812.22,36.0
3819,1820,6,7,3834.276,1827.28,36.0
3858,1841,6,7,3873.432,1848.364,36.0
3952,1846,6,7,3967.808,1853.384,36.0
4078,1848,6,7,4094.312,1855.392,36.0
3810,1854,6,7,3825.2400000000002,1861.416,36.0
4010,1853,6,7,4026.04,1860.412,36.0
4022,1857,6,7,4038.088,1864.428,36.0
3994,1863,6,7,4009.976,1870.452,36.0
4028,1866,6,7,4044.112,1873.464,36.0
3785,1869,6,7,3800.14,1876.476,36.0
3851,1887,6,7,3866.404,1894.548,36.0
3667,1894,6,7,3681.668,1901.576,36.0
3158,1898,6,7,3170.632,1905.592,36.0
3367,1898,6,7,3380.468,1905.592,36.0
3632,1901,6,7,3646.528,1908.604,36.0
3717,1907,6,7,3731.868,1914.628,36.0
3752,1908,6,7,3767.008,1915.632,36.0
3442,1910,6,7,3455.768,1917.64,36.0
3433,1910,6,7,3446.732,1917.64,36.0
3993,1912,6,7,4008.972,1919.648,36.0
3731,1915,6,7,3745.924,1922.66,36.0
3686,1916,6,7,3700.744,1923.664,36.0
3382,1920,6,7,3395.528,1927.68,36.0
3648,1921,6,7,3662.592,1928.684,36.0
3753,1922,6,7,3768.012,1929.688,36.0
3354,1925,6,7,3367.416,1932.7,36.0
4061,1924,6,7,4077.244,1931.696,36.0
4060,1925,6,7,4076.2400000000002,1932.7,36.0
4050,1932,6,7,4066.2,1939.728,36.0
3380,1937,6,7,3393.52,1944.748,36.0
3455,1939,6,7,3468.82,1946.756,36.0
3920,1942,6,7,3935.68,1949.768,36.0
3389,1944,6,7,3402.556,1951.776,36.0
3410,1946,6,7,3423.64,1953.784,36.0
3694,1952,6,7,3708.776,1959.808,36.0
3384,1955,6,7,3397.536,1962.82,36.0
3362,1958,6,7,3375.448,1965.832,36.0
3347,1962,6,7,3360.388,1969.848,36.0
3548,1967,6,7,3562.192,1974.868,36.0
3967,1967,6,7,3982.868,1974.868,36.0
4080,1968,6,7,4096.32,1975.872,36.0
3972,1969,6,7,3987.888,1976.876,36.0
2944,1978,6,7,2955.776,1985.912,36.0
3411,1984,6,7,3424.6440000000002,1991.936,36.0
3781,1984,6,7,3796.124,1991.936,36.0
3330,1990,6,7,3343.32,1997.96,36.0
4018,1996,6,7,4034.072,2003.984,36.0
3363,1998,6,7,3376.452,2005.992,36.0
3328,2005,6,7,3341.312,2013.02,36.0
3525,2015,6,7,3539.1,2023.06,36.0
4074,2017,6,7,4090.296,2025.068,36.0
3540,2022,6,7,3554.16,2030.088,36.0
2855,2023,6,7,2866.42,2031.092,36.0
4026,2024,6,7,4042.104,2032.096,36.0
10028,2027,6,7,10068.112,2035.108,36.0
4007,2027,6,7,4023.028,2035.108,36.0
4062,2028,6,7,4078.248,2036.112,36.0
3550,2036,6,7,3564.2,2044.144,36.0
3339,2072,6,7,3352.356,2080.288,36.0
3384,2072,6,7,3397.536,2080.288,36.0
3657,2075,6,7,3671.628,2083.3,36.0
3430,2086,6,7,3443.72,2094.344,36.0
3785,2090,6,7,3800.14,2098.36,36.0
3360,2090,6,7,3373.44,2098.36,36.0
3387,2099,6,7,3400.5480000000002,2107.396,36.0
3930,2104,6,7,3945.72,2112.416,36.0
3454,2106,6,7,3467.816,2114.424,36.0
4096,2110,6,7,4112.384,2118.44,36.0
3318,2115,6,7,3331.272,2123.46,36.0
4085,2120,6,7,4101.34,2128.48,36.0
3306,2122,6,7,3319.224,2130.488,36.0
3620,2124,6,7,3634.48,2132.496,36.0
3915,2131,6,7,3930.66,2139.524,36.0
3339,2138,6,7,3352.356,2146.552,36.0
3510,2147,6,7,3524.04,2155.588,36.0
3714,2148,6,7,3728.856,2156.592,36.0
4049,2151,6,7,4065.196,2159.604,36.0
2621,2156,6,7,2631.484,2164.624,36.0
3769,2158,6,7,3784.076,2166.632,36.0
3399,2161,6,7,3412.596,2169.6440000000002,36.0
3510,2160,6,7,3524.04,2168.64,36.0
3345,2160,6,7,3358.38,2168.64,36.0
4057,2161,6,7,4073.228,2169.6440000000002,36.0
3590,2180,6,7,3604.36,2188.72,36.0
4064,2182,6,7,4080.256,2190.728,36.0
4057,2186,6,7,4073.228,2194.744,36.0
3357,2188,6,7,3370.428,2196.752,36.0
3668,2196,6,7,3682.672,2204.784,36.0
3832,2194,6,7,3847.328,2202.776,36.0
3556,2197,6,7,3570.224,2205.788,36.0
4058,2212,6,7,4074.232,2220.848,36.0
2553,2216,6,7,2563.212,2224.864,36.0
4028,2216,6,7,4044.112,2224.864,36.0
3398,2230,6,7,3411.592,2238.92,36.0
4050,2230,6,7,4066.2,2238.92,36.0
3887,2249,6,7,3902.5480000000002,2257.996,36.0
4000,2257,6,7,4016.0,2266.028,36.0
4028,2267,6,7,4044.112,2276.068,36.0
3828,2268,6,7,3843.312,2277.072,36.0
4018,2270,6,7,4034.072,2279.08,36.0
3407,2286,6,7,3420.628,2295.1440000000002,36.0
3659,2292,6,7,3673.636,2301.168,36.0
3852,2296,6,7,3867.408,2305.184,36.0
4017,2300,6,7,4033.068,2309.2,36.0
2936,2312,6,7,2947.744,2321.248,36.0
3941,2321,6,7,3956.764,2330.284,36.0
3388,2341,6,7,3401.552,2350.364,36.0
3709,2351,6,7,3723.8360000000002,2360.404,36.0
3368,2381,6,7,3381.472,2390.524,36.0
3976,2383,6,7,3991.904,2392.532,36.0
3946,2385,6,7,3961.784,2394.54,36.0
3700,2388,6,7,3714.8,2397.552,36.0
3374,2392,6,7,3387.496,2401.568,36.0
3488,2390,6,7,3501.952,2399.56,36.0
3391,2393,6,7,3404.564,2402.572,36.0
3685,2399,6,7,3699.7400000000002,2408.596,36.0
3527,2406,6,7,3541.108,2415.624,36.0
3752,2410,6,7,3767.008,2419.64,36.0
3366,2419,6,7,3379.464,2428.676,36.0
3907,2421,6,7,3922.628,2430.684,36.0
3909,2423,6,7,3924.636,2432.692,36.0
9695,2445,6,7,9733.78,2454.78,36.0
3884,2458,6,7,3899.536,2467.832,36.0
3937,2469,6,7,3952.748,2478.876,36.0
3582,2471,6,7,3596.328,2480.884,36.0
3865,2476,6,7,3880.46,2485.904,36.0
3950,2479,6,7,3965.8,2488.916,36.0
3424,2518,6,7,3437.696,2528.072,36.0
3768,2520,6,7,3783.072,2530.08,36.0
3864,2520,6,7,3879.456,2530.08,36.0
3374,2536,6,7,3387.496,2546.1440000000002,36.0
3852,2540,6,7,3867.408,2550.16,36.0
3412,2557,6,7,3425.648,2567.228,36.0
3498,2556,6,7,3511.992,2566.224,36.0
3408,2576,6,7,3421.632,2586.304,36.0
3373,2596,6,7,3386.492,2606.384,36.0
2771,2621,6,7,2782.084,2631.484,36.0
3992,2639,6,7,4007.968,2649.556,36.0
3367,2657,6,7,3380.468,2667.628,36.0
3427,2672,6,7,3440.708,2682.688,36.0
3543,2677,6,7,3557.172,2687.708,36.0
3564,2684,6,7,3578.256,2694.736,36.0
3835,2685,6,7,3850.34,2695.7400000000002,36.0
3579,2695,6,7,3593.316,2705.78,36.0
2506,2728,6,7,2516.024,2738.912,36.0
3651,2790,6,7,3665.604,2801.16,36.0
10929,2793,6,7,10972.716,2804.172,36.0
3568,2836,6,7,3582.272,2847.344,36.0
3533,2854,6,7,3547.132,2865.416,36.0
3627,2867,6,7,3641.508,2878.468,36.0
3442,2872,6,7,3455.768,2883.488,36.0
3477,2888,6,7,3490.908,2899.552,36.0
3379,2902,6,7,3392.516,2913.608,36.0
3576,2907,6,7,3590.304,2918.628,36.0
3341,2922,6,7,3354.364,2933.688,36.0
3273,2961,6,7,3286.092,2972.844,36.0
3342,2984,6,7,3355.368,2995.936,36.0
3448,2984,6,7,3461.792,2995.936,36.0
3261,2986,6,7,3274.044,2997.944,36.0
3383,2995,6,7,3396.532,3006.98,36.0
3371,3031,6,7,3384.484,3043.124,36.0
3191,3039,6,7,3203.764,3051.156,36.0
1704,3081,6,7,1710.816,3093.324,36.0
3289,3100,6,7,3302.156,3112.4,36.0
3173,3117,6,7,3185.692,3129.468,36.0
3275,3117,6,7,3288.1,3129.468,36.0
3209,3120,6,7,3221.836,3132.48,36.0
3284,3125,6,7,3297.136,3137.5,36.0
3223,3128,6,7,3235.892,3140.512,36.0
3120,3142,6,7,3132.48,3154.568,36.0
3084,3167,6,7,3096.336,3179.668,36.0
2288,3374,6,7,2297.152,3387.496,36.0
8873,3380,6,7,8908.492,3393.52,36.0
2959,3575,6,7,2970.836,3589.3,36.0
2088,3643,6,7,2096.352,3657.572,36.0
11460,3672,6,7,11505.84,3686.688,36.0
2619,3703,6,7,2629.476,3717.812,36.0
2621,3723,6,7,2631.484,3737.892,36.0
2592,3725,6,7,2602.368,3739.9,36.0
2035,3736,6,7,2043.14,3750.944,36.0
2029,3774,6,7,2037.116,3789.096,36.0
1857,3831,6,7,1864.428,3846.324,36.0
3544,3975,6,7,3558.176,3990.9,36.0
11478,4140,6,7,11523.912,4156.56,36.0
2410,4170,6,7,2419.64,4186.68,36.0
1864,4259,6,7,1871.456,4276.036,36.0
1755,4268,6,7,1762.02,4285.072,36.0
1878,4311,6,7,1885.512,4328.244,36.0
11133,4382,6,7,11177.532,4399.528,36.0
1614,4412,6,7,1620.456,4429.648,36.0
1866,4452,6,7,1873.464,4469.808,36.0
1726,4597,6,7,1732.904,4615.388,36.0
1755,4638,6,7,1762.02,4656.552,36.0
1649,4641,6,7,1655.596,4659.564,36.0
1395,4680,6,7,1400.58,4698.72,36.0
1431,4701,6,7,1436.724,4719.804,36.0
1679,4730,6,7,1685.716,4748.92,36.0
1403,4775,6,7,1408.612,4794.1,36.0
1412,4807,6,7,1417.648,4826.228,36.0
1371,4816,6,7,1376.484,4835.264,36.0
1408,4864,6,7,1413.632,4883.456,36.0
1746,4920,6,7,1752.984,4939.68,36.0
1595,4956,6,7,1601.38,4975.824,36.0
1618,4971,6,7,1624.472,4990.884,36.0
1632,4998,6,7,1638.528,5017.992,36.0
11376,5032,6,7,11421.504,5052.128,36.0
1563,5090,6,7,1569.252,5110.36,36.0
1410,5112,6,7,1415.64,5132.448,36.0
1410,5126,6,7,1415.64,5146.504,36.0
1436,5157,6,7,1441.744,5177.628,36.0
3438,5215,6,7,3451.752,5235.86,36.0
3564,5216,6,7,3578.256,5236.864,36.0
1471,5251,6,7,1476.884,5272.004,36.0
11283,5336,6,7,11328.132,5357.344,36.0
1965,5450,6,7,1972.86,5471.8,36.0
1922,5609,6,7,1929.688,5631.436,36.0
1567,5629,6,7,1573.268,5651.516,36.0
10640,5663,6,7,10682.56,5685.652,36.0
9148,5672,6,7,9184.592,5694.688,36.0
1920,5683,6,7,1927.68,5705.732,36.0
11039,5720,6,7,11083.156,5742.88,36.0
11130,5732,6,7,11174.52,5754.928,36.0
4495,5767,6,7,4512.98,5790.068,36.0
11066,5831,6,7,11110.264,5854.324,36.0
10425,5893,6,7,10466.7,5916.572,36.0
10744,5898,6,7,10786.976,5921.592,36.0
1832,6017,6,7,1839.328,6041.068,36.0
2325,6102,6,7,2334.3,6126.408,36.0
10135,6130,6,7,10175.54,6154.52,36.0
1802,6210,6,7,1809.208,6234.84,36.0
10490,6227,6,7,10531.960000000001,6251.908,36.0
10230,6312,6,7,10270.92,6337.248,36.0
10381,6341,6,7,10422.524,6366.364,36.0
8902,6344,6,7,8937.608,6369.376,36.0
2410,6356,6,7,2419.64,6381.424,36.0
2000,6370,6,7,2008.0,6395.4800000000005,36.0
10312,6391,6,7,10353.248,6416.564,36.0
9944,6466,6,7,9983.776,6491.864,36.0
10736,6551,6,7,10778.944,6577.204,36.0
2589,6599,6,7,2599.356,6625.396,36.0
2678,6614,6,7,2688.712,6640.456,36.0
2709,6637,6,7,2719.836,6663.548,36.0
9034,6989,6,7,9070.136,7016.956,36.0
1636,7132,6,7,1642.544,7160.528,36.0
3413,2955,6,7,3426.652,2966.82,36.0
3453,2938,7,8,3466.812,2949.752,42.0
3443,2952,5,6,3456.772,2963.808,30.0
3431,2966,5,6,3444.724,2977.864,30.0
3418,2968,5,6,3431.672,2979.872,30.0
3385,2978,5,6,3398.54,2989.912,30.0
3427,2981,5,6,3440.708,2992.924,30.0
3414,2988,5,6,3427.656,2999.952,30.0
3377,2989,7,8,3390.508,3000.956,42.0
3395,2996,5,6,3408.58,3007.984,30.0
3375,3006,6,7,3388.5,3018.024,36.0
3427,2989,6,7,3440.708,3000.956,36.0
3348,3016,8,9,3361.392,3028.064,48.0
3408,2979,9,10,3421.632,2990.916,54.0
3799,2723,6,7,3814.196,2733.892,36.0
3750,2742,6,7,3765.0,2752.968,36.0
3667,2771,7,8,3681.668,2782.084,42.0
3719,2754,6,7,3733.876,2765.016,36.0
3689,2791,5,6,3703.756,2802.164,30.0
3675,2782,7,8,3689.7,2793.128,42.0
3676,2788,7,8,3690.704,2799.152,42.0
3772,2724,8,9,3787.088,2734.896,48.0
3774,2722,9,10,3789.096,2732.888,54.0
4055,2604,7,8,4071.22,2614.416,42.0
4036,2623,6,7,4052.1440000000002,2633.492,36.0
3967,2644,7,8,3982.868,2654.576,42.0
4001,2642,6,7,4017.004,2652.568,36.0
3987,2646,5,6,4002.948,2656.584,30.0
3908,2668,5,6,3923.632,2678.672,30.0
3906,2669,5,6,3921.624,2679.676,30.0
3929,2671,5,6,3944.716,2681.684,30.0
3899,2672,5,6,3914.596,2682.688,30.0
3869,2683,6,7,3884.476,2693.732,36.0
3908,2681,7,8,3923.632,2691.724,42.0
3898,2686,5,6,3913.592,2696.744,30.0
3890,2691,5,6,3905.56,2701.764,30.0
3825,2697,7,8,3840.3,2707.788,42.0
3821,2706,5,6,3836.284,2716.824,30.0
4020,2609,6,7,4036.08,2619.436,36.0
3904,2669,6,7,3919.616,2679.676,36.0
3957,2645,8,9,3972.828,2655.58,48.0
3956,2644,9,10,3971.824,2654.576,54.0
4003,2644,9,10,4019.012,2654.576,54.0
3954,2646,9,10,3969.816,2656.584,54.0
3945,1814,5,6,3960.78,1821.256,30.0
3920,1833,7,8,3935.68,1840.332,42.0
3906,1835,5,6,3921.624,1842.34,30.0
3934,1852,5,6,3949.736,1859.408,30.0
3897,1862,6,7,3912.588,1869.448,36.0
3868,1876,6,7,3883.472,1883.504,36.0
3919,1874,7,8,3934.676,1881.496,42.0
3891,1883,7,8,3906.564,1890.532,42.0
3896,1916,7,8,3911.584,1923.664,42.0
3861,1898,5,6,3876.444,1905.592,30.0
3879,1907,7,8,3894.516,1914.628,42.0
3856,1913,7,8,3871.424,1920.652,42.0
3851,1937,7,8,3866.404,1944.748,42.0
3936,1818,8,9,3951.744,1825.272,48.0
3911,1858,8,9,3926.6440000000002,1865.432,48.0
3907,1872,7,8,3922.628,1879.488,42.0
3941,1846,9,10,3956.764,1853.384,54.0
3933,1856,9,10,3948.732,1863.424,54.0
3891,1903,8,9,3906.564,1910.612,48.0
3860,1868,9,10,3875.44,1875.472,54.0
3863,1887,9,10,3878.452,1894.548,54.0
3874,1892,9,10,3889.496,1899.568,54.0
3893,1927,9,10,3908.572,1934.708,54.0
3865,1933,9,10,3880.46,1940.732,54.0
3622,2862,7,8,3636.488,2873.448,42.0
3637,2867,5,6,3651.5480000000002,2878.468,30.0
3612,2872,5,6,3626.448,2883.488,30.0
3580,2885,5,6,3594.32,2896.54,30.0
3555,2898,6,7,3569.22,2909.592,36.0
3538,2899,5,6,3552.152,2910.596,30.0
3522,2908,5,6,3536.088,2919.632,30.0
3541,2910,6,7,3555.164,2921.64,36.0
3491,2922,7,8,3504.964,2933.688,42.0
3499,2939,5,6,3512.996,2950.756,30.0
3469,2943,5,6,3482.876,2954.772,30.0
3518,2936,7,8,3532.072,2947.744,42.0
3463,2963,7,8,3476.852,2974.852,42.0
3484,2942,8,9,3497.936,2953.768,48.0
3567,2887,9,10,3581.268,2898.5480000000002,54.0
3583,2808,6,7,3597.332,2819.232,36.0
3580,2810,6,7,3594.32,2821.2400000000002,36.0
3584,2827,6,7,3598.3360000000002,2838.308,36.0
3546,2834,7,8,3560.184,2845.336,42.0
3519,2844,7,8,3533.076,2855.376,42.0
3478,2865,6,7,3491.912,2876.46,36.0
3464,2873,6,7,3477.856,2884.492,36.0
3463,2874,6,7,3476.852,2885.496,36.0
3430,2892,7,8,3443.72,2903.568,42.0
3403,2908,7,8,3416.612,2919.632,42.0
3582,2808,7,8,3596.328,2819.232,42.0
3476,2866,7,8,3489.904,2877.464,42.0
3488,2860,8,9,3501.952,2871.44,48.0
3441,2887,8,9,3454.764,2898.5480000000002,48.0
