x,y,z,plane,x_um,y_um,z_um
3222,3074,3,4,3234.888,3086.296,18.0
3323,3063,2,3,3336.292,3075.252,12.0
3171,3096,3,4,3183.684,3108.384,18.0
3138,3077,1,2,3150.552,3089.308,6.0
3348,3080,1,2,3361.392,3092.32,6.0
3262,3085,2,3,3275.0480000000002,3097.34,12.0
3226,3098,1,2,3238.904,3110.392,6.0
3243,3090,4,5,3255.972,3102.36,24.0
3201,3106,3,4,3213.804,3118.424,18.0
3119,3102,2,3,3131.476,3114.408,12.0
3095,3113,1,2,3107.38,3125.452,6.0
3110,3114,1,2,3122.44,3126.456,6.0
3277,3113,2,3,3290.108,3125.452,12.0
3174,3118,1,2,3186.696,3130.472,6.0
3255,3126,1,2,3268.02,3138.504,6.0
3194,3123,1,2,3206.776,3135.492,6.0
3191,3144,3,4,3203.764,3156.576,18.0
3106,3127,2,3,3118.424,3139.508,12.0
3152,3130,3,4,3164.608,3142.52,18.0
3070,3137,1,2,3082.28,3149.5480000000002,6.0
3113,3139,2,3,3125.452,3151.556,12.0
3220,3145,3,4,3232.88,3157.58,18.0
3130,3140,1,2,3142.52,3152.56,6.0
3292,3140,1,2,3305.168,3152.56,6.0
3159,3142,1,2,3171.636,3154.568,6.0
3256,3143,1,2,3269.024,3155.572,6.0
3084,3151,3,4,3096.336,3163.604,18.0
3139,3148,1,2,3151.556,3160.592,6.0
3254,3154,2,3,3267.016,3166.616,12.0
3236,3149,3,4,3248.944,3161.596,18.0
3166,3164,2,3,3178.664,3176.656,12.0
3142,3158,1,2,3154.568,3170.632,6.0
3303,3161,1,2,3316.212,3173.6440000000002,6.0
3128,3165,1,2,3140.512,3177.66,6.0
3212,3159,1,2,3224.848,3171.636,6.0
3253,3162,1,2,3266.012,3174.648,6.0
3235,3168,1,2,3247.94,3180.672,6.0
3148,3169,3,4,3160.592,3181.676,18.0
3279,3165,1,2,3292.116,3177.66,6.0
3322,3167,1,2,3335.288,3179.668,6.0
3212,3171,2,3,3224.848,3183.684,12.0
3180,3174,3,4,3192.72,3186.696,18.0
3026,3185,3,4,3038.104,3197.7400000000002,18.0
3109,3184,2,3,3121.436,3196.736,12.0
3168,3180,2,3,3180.672,3192.72,12.0
3228,3182,1,2,3240.912,3194.728,6.0
3191,3183,2,3,3203.764,3195.732,12.0
3059,3196,2,3,3071.236,3208.784,12.0
3147,3186,2,3,3159.588,3198.744,12.0
3168,3194,1,2,3180.672,3206.776,6.0
3200,3194,1,2,3212.8,3206.776,6.0
3131,3197,1,2,3143.524,3209.788,6.0
3216,3193,2,3,3228.864,3205.772,12.0
3156,3204,1,2,3168.624,3216.816,6.0
2982,3216,2,3,2993.928,3228.864,12.0
3084,3212,1,2,3096.336,3224.848,6.0
4057,3210,1,2,4073.228,3222.84,6.0
3064,3213,1,2,3076.256,3225.852,6.0
3150,3216,1,2,3162.6,3228.864,6.0
2630,3218,1,2,2640.52,3230.872,6.0
3097,3221,1,2,3109.388,3233.884,6.0
2975,3237,1,2,2986.9,3249.948,6.0
2942,3242,1,2,2953.768,3254.968,6.0
2931,3247,1,2,2942.724,3259.988,6.0
2009,3646,2,3,2017.036,3660.584,12.0
2641,3658,1,2,2651.564,3672.632,6.0
2568,3785,1,2,2578.272,3800.14,6.0
3366,4054,1,2,3379.464,4070.216,6.0
2003,4520,1,2,2011.012,4538.08,6.0
1707,4726,1,2,1713.828,4744.904,6.0
2966,4864,1,2,2977.864,4883.456,6.0
3036,5090,1,2,3048.1440000000002,5110.36,6.0
4403,5229,1,2,4420.612,5249.916,6.0
4446,5281,1,2,4463.784,5302.124,6.0
4460,5283,1,2,4477.84,5304.132,6.0
10760,5599,1,2,10803.04,5621.396,6.0
5066,5865,1,2,5086.264,5888.46,6.0
8952,6259,1,2,8987.808,6284.036,6.0
2238,6451,1,2,2246.952,6476.804,6.0
5075,6474,1,2,5095.3,6499.896,6.0
4218,1599,3,4,4234.872,1605.396,18.0
4300,1603,2,3,4317.2,1609.412,12.0
4258,1619,4,5,4275.032,1625.476,24.0
4221,1645,4,5,4237.884,1651.58,24.0
4177,1672,3,4,4193.708,1678.688,18.0
4155,1675,2,3,4171.62,1681.7,12.0
4084,1688,3,4,4100.336,1694.752,18.0
4073,1691,2,3,4089.292,1697.764,12.0
4058,1724,4,5,4074.232,1730.896,24.0
4055,1778,4,5,4071.22,1785.112,24.0
3985,1782,2,3,4000.94,1789.128,12.0
4005,1780,5,6,4021.02,1787.1200000000001,30.0
4020,1811,2,3,4036.08,1818.244,12.0
3991,1851,5,6,4006.964,1858.404,30.0
3819,1856,2,3,3834.276,1863.424,12.0
4002,1862,2,3,4018.008,1869.448,12.0
3698,1890,2,3,3712.792,1897.56,12.0
4285,1891,2,3,4302.14,1898.564,12.0
3817,1892,2,3,3832.268,1899.568,12.0
3775,1894,2,3,3790.1,1901.576,12.0
3403,1895,2,3,3416.612,1902.58,12.0
3143,1905,3,4,3155.572,1912.6200000000001,18.0
4059,1908,2,3,4075.236,1915.632,12.0
4024,1909,4,5,4040.096,1916.636,24.0
3568,1914,5,6,3582.272,1921.656,30.0
3288,1918,2,3,3301.152,1925.672,12.0
3757,1920,3,4,3772.028,1927.68,18.0
3539,1923,3,4,3553.156,1930.692,18.0
3402,1928,2,3,3415.608,1935.712,12.0
3636,1938,4,5,3650.544,1945.752,24.0
3682,1938,2,3,3696.728,1945.752,12.0
3372,1945,4,5,3385.488,1952.78,24.0
3656,1950,2,3,3670.624,1957.8,12.0
4045,1950,3,4,4061.18,1957.8,18.0
3475,1955,2,3,3488.9,1962.82,12.0
4056,1968,2,3,4072.224,1975.872,12.0
6176,1974,2,3,6200.704,1981.896,12.0
4049,1976,2,3,4065.196,1983.904,12.0
4025,1979,4,5,4041.1,1986.916,24.0
3346,1981,3,4,3359.384,1988.924,18.0
4017,1987,2,3,4033.068,1994.948,12.0
3365,1991,2,3,3378.46,1998.964,12.0
3982,1991,2,3,3997.928,1998.964,12.0
3364,2013,4,5,3377.456,2021.052,24.0
4012,2018,3,4,4028.0480000000002,2026.0720000000001,18.0
3341,2040,2,3,3354.364,2048.16,12.0
3433,2041,2,3,3446.732,2049.164,12.0
4030,2055,2,3,4046.12,2063.22,12.0
3372,2077,5,6,3385.488,2085.308,30.0
3363,2090,3,4,3376.452,2098.36,18.0
3338,2110,2,3,3351.352,2118.44,12.0
3334,2130,2,3,3347.336,2138.52,12.0
4092,2169,2,3,4108.368,2177.676,12.0
4081,2174,4,5,4097.324,2182.696,24.0
4052,2180,2,3,4068.208,2188.72,12.0
3563,2208,4,5,3577.252,2216.832,24.0
4044,2209,2,3,4060.176,2217.836,12.0
3706,2208,2,3,3720.824,2216.832,12.0
4050,2208,4,5,4066.2,2216.832,24.0
3381,2215,2,3,3394.524,2223.86,12.0
4041,2241,4,5,4057.164,2249.964,24.0
4067,2245,2,3,4083.268,2253.98,12.0
4766,2246,2,3,4785.064,2254.984,12.0
3673,2249,2,3,3687.692,2257.996,12.0
10410,2248,2,3,10451.64,2256.992,12.0
3492,2268,2,3,3505.968,2277.072,12.0
3541,2310,4,5,3555.164,2319.24,24.0
4000,2306,2,3,4016.0,2315.224,12.0
4028,2306,4,5,4044.112,2315.224,24.0
3587,2321,2,3,3601.348,2330.284,12.0
3425,2322,3,4,3438.7,2331.288,18.0
3521,2335,2,3,3535.084,2344.34,12.0
3426,2338,2,3,3439.704,2347.352,12.0
3414,2340,4,5,3427.656,2349.36,24.0
3427,2347,4,5,3440.708,2356.388,24.0
3435,2382,5,6,3448.7400000000002,2391.528,30.0
3959,2410,4,5,3974.8360000000002,2419.64,24.0
3476,2410,2,3,3489.904,2419.64,12.0
3732,2416,2,3,3746.928,2425.664,12.0
3921,2446,2,3,3936.684,2455.784,12.0
3943,2448,5,6,3958.772,2457.792,30.0
3964,2459,2,3,3979.856,2468.836,12.0
3412,2460,4,5,3425.648,2469.84,24.0
3426,2466,2,3,3439.704,2475.864,12.0
3902,2474,2,3,3917.608,2483.896,12.0
3878,2476,2,3,3893.512,2485.904,12.0
3418,2487,3,4,3431.672,2496.948,18.0
3899,2491,2,3,3914.596,2500.964,12.0
3455,2497,3,4,3468.82,2506.988,18.0
3422,2502,2,3,3435.688,2512.008,12.0
3567,2512,2,3,3581.268,2522.0480000000002,12.0
8022,2521,2,3,8054.088,2531.084,12.0
3427,2536,3,4,3440.708,2546.1440000000002,18.0
3893,2545,3,4,3908.572,2555.18,18.0
4089,2576,2,3,4105.356,2586.304,12.0
3506,2613,2,3,3520.024,2623.452,12.0
3449,2616,3,4,3462.796,2626.464,18.0
3468,2616,2,3,3481.872,2626.464,12.0
10038,2642,2,3,10078.152,2652.568,12.0
3646,2658,3,4,3660.584,2668.632,18.0
3844,2666,2,3,3859.376,2676.664,12.0
3472,2671,3,4,3485.888,2681.684,18.0
3440,2683,5,6,3453.76,2693.732,30.0
3653,2684,2,3,3667.612,2694.736,12.0
3785,2706,3,4,3800.14,2716.824,18.0
3902,2715,2,3,3917.608,2725.86,12.0
3444,2723,3,4,3457.776,2733.892,18.0
3866,2723,2,3,3881.464,2733.892,12.0
3636,2728,2,3,3650.544,2738.912,12.0
3672,2734,2,3,3686.688,2744.936,12.0
2707,2738,2,3,2717.828,2748.952,12.0
3513,2804,2,3,3527.052,2815.216,12.0
3752,2807,3,4,3767.008,2818.228,18.0
3355,2898,3,4,3368.42,2909.592,18.0
3425,3003,3,4,3438.7,3015.012,18.0
3446,3005,2,3,3459.784,3017.02,12.0
3370,3037,2,3,3383.48,3049.148,12.0
3382,3064,2,3,3395.528,3076.256,12.0
3317,3071,2,3,3330.268,3083.284,12.0
3402,3095,2,3,3415.608,3107.38,12.0
3171,3130,2,3,3183.684,3142.52,12.0
3284,3154,2,3,3297.136,3166.616,12.0
3137,3159,3,4,3149.5480000000002,3171.636,18.0
3255,3172,2,3,3268.02,3184.688,12.0
3164,3214,2,3,3176.656,3226.856,12.0
8860,3339,2,3,8895.44,3352.356,12.0
3134,3346,2,3,3146.536,3359.384,12.0
2358,3358,2,3,2367.432,3371.432,12.0
1497,3388,2,3,1502.988,3401.552,12.0
6447,3651,3,4,6472.7880000000005,3665.604,18.0
11433,3680,2,3,11478.732,3694.72,12.0
2953,3778,2,3,2964.812,3793.112,12.0
3306,4070,2,3,3319.224,4086.28,12.0
11179,4330,2,3,11223.716,4347.32,12.0
10959,4466,2,3,11002.836,4483.864,12.0
1774,4544,2,3,1781.096,4562.176,12.0
1522,4567,3,4,1528.088,4585.268,18.0
1756,4589,2,3,1763.0240000000001,4607.356,12.0
1407,4662,2,3,1412.628,4680.648,12.0
1429,4695,2,3,1434.716,4713.78,12.0
1780,4722,2,3,1787.1200000000001,4740.888,12.0
1610,4910,3,4,1616.44,4929.64,18.0
1648,5002,2,3,1654.592,5022.008,12.0
1448,5187,2,3,1453.792,5207.748,12.0
8596,5327,3,4,8630.384,5348.308,18.0
1542,5528,2,3,1548.168,5550.112,12.0
4964,5656,2,3,4983.856,5678.624,12.0
8282,5668,2,3,8315.128,5690.672,12.0
11088,5721,2,3,11132.352,5743.884,12.0
5063,6495,2,3,5083.252,6520.9800000000005,12.0
2384,1093,3,4,2393.536,1097.372,18.0
4353,1546,4,5,4370.412,1552.184,24.0
4340,1552,4,5,4357.36,1558.208,24.0
4205,1604,5,6,4221.82,1610.416,30.0
4238,1624,4,5,4254.952,1630.496,24.0
4062,1683,5,6,4078.248,1689.732,30.0
4042,1688,5,6,4058.168,1694.752,30.0
4103,1699,5,6,4119.412,1705.796,30.0
4003,1709,5,6,4019.012,1715.836,30.0
4148,1720,3,4,4164.592,1726.88,18.0
4215,1728,3,4,4231.86,1734.912,18.0
4153,1733,3,4,4169.612,1739.932,18.0
4053,1744,4,5,4069.212,1750.976,24.0
4091,1747,5,6,4107.364,1753.988,30.0
3929,1763,4,5,3944.716,1770.052,24.0
3963,1785,4,5,3978.852,1792.14,24.0
3957,1797,3,4,3972.828,1804.188,18.0
3970,1809,3,4,3985.88,1816.236,18.0
4058,1811,3,4,4074.232,1818.244,18.0
4040,1822,3,4,4056.16,1829.288,18.0
4069,1824,5,6,4085.276,1831.296,30.0
4019,1839,4,5,4035.076,1846.356,24.0
3817,1859,4,5,3832.268,1866.436,24.0
3804,1872,5,6,3819.216,1879.488,30.0
4002,1877,5,6,4018.008,1884.508,30.0
3283,1884,3,4,3296.132,1891.536,18.0
3822,1896,5,6,3837.288,1903.584,30.0
3438,1892,3,4,3451.752,1899.568,18.0
4050,1893,3,4,4066.2,1900.5720000000001,18.0
3674,1895,3,4,3688.696,1902.58,18.0
4036,1903,5,6,4052.1440000000002,1910.612,30.0
3581,1905,3,4,3595.324,1912.6200000000001,18.0
3998,1908,4,5,4013.992,1915.632,24.0
3448,1914,3,4,3461.792,1921.656,18.0
3622,1918,3,4,3636.488,1925.672,18.0
3680,1919,3,4,3694.72,1926.676,18.0
4062,1920,3,4,4078.248,1927.68,18.0
3733,1920,3,4,3747.932,1927.68,18.0
3470,1921,3,4,3483.88,1928.684,18.0
4006,1925,3,4,4022.024,1932.7,18.0
3486,1929,4,5,3499.944,1936.716,24.0
3708,1933,4,5,3722.832,1940.732,24.0
3789,1930,3,4,3804.156,1937.72,18.0
3969,1934,3,4,3984.876,1941.736,18.0
9884,1944,3,4,9923.536,1951.776,18.0
3392,1947,3,4,3405.568,1954.788,18.0
3355,1952,4,5,3368.42,1959.808,24.0
3668,1956,5,6,3682.672,1963.824,30.0
3358,1972,5,6,3371.432,1979.888,30.0
5487,1964,3,4,5508.948,1971.856,18.0
3336,1965,3,4,3349.344,1972.86,18.0
4057,1971,3,4,4073.228,1978.884,18.0
2958,1980,3,4,2969.832,1987.92,18.0
4047,2027,5,6,4063.188,2035.108,30.0
3400,2030,4,5,3413.6,2038.1200000000001,24.0
3342,2033,4,5,3355.368,2041.132,24.0
2940,2046,4,5,2951.76,2054.184,24.0
3340,2047,4,5,3353.36,2055.188,24.0
3376,2057,5,6,3389.504,2065.228,30.0
3596,2083,3,4,3610.384,2091.332,18.0
3368,2096,5,6,3381.472,2104.384,30.0
4070,2108,3,4,4086.28,2116.432,18.0
4093,2113,3,4,4109.372,2121.452,18.0
3321,2131,4,5,3334.284,2139.524,24.0
3356,2140,5,6,3369.424,2148.56,30.0
3986,2147,3,4,4001.944,2155.588,18.0
3369,2146,5,6,3382.476,2154.584,30.0
3387,2160,3,4,3400.5480000000002,2168.64,18.0
3356,2167,4,5,3369.424,2175.668,24.0
3893,2182,4,5,3908.572,2190.728,24.0
3380,2192,5,6,3393.52,2200.768,30.0
4069,2200,5,6,4085.276,2208.8,30.0
3384,2248,5,6,3397.536,2256.992,30.0
4039,2263,4,5,4055.156,2272.052,24.0
3413,2271,4,5,3426.652,2280.084,24.0
4007,2282,4,5,4023.028,2291.128,24.0
4035,2287,5,6,4051.14,2296.148,30.0
3376,2309,4,5,3389.504,2318.236,24.0
4042,2326,4,5,4058.168,2335.304,24.0
3995,2359,3,4,4010.98,2368.436,18.0
3916,2367,5,6,3931.664,2376.468,30.0
3398,2367,4,5,3411.592,2376.468,24.0
3423,2370,3,4,3436.692,2379.48,18.0
4036,2374,3,4,4052.1440000000002,2383.496,18.0
3376,2376,3,4,3389.504,2385.504,18.0
3381,2410,5,6,3394.524,2419.64,30.0
3415,2408,4,5,3428.66,2417.632,24.0
3406,2422,3,4,3419.624,2431.688,18.0
3992,2443,3,4,4007.968,2452.772,18.0
3959,2462,5,6,3974.8360000000002,2471.848,30.0
3883,2471,4,5,3898.532,2480.884,24.0
3577,2473,4,5,3591.308,2482.892,24.0
3406,2478,3,4,3419.624,2487.912,18.0
3930,2483,3,4,3945.72,2492.932,18.0
3435,2512,3,4,3448.7400000000002,2522.0480000000002,18.0
3792,2508,3,4,3807.168,2518.032,18.0
3871,2568,5,6,3886.484,2578.272,30.0
3413,2578,3,4,3426.652,2588.312,18.0
3427,2584,3,4,3440.708,2594.336,18.0
3764,2588,3,4,3779.056,2598.352,18.0
4089,2590,3,4,4105.356,2600.36,18.0
3731,2612,3,4,3745.924,2622.448,18.0
3440,2614,3,4,3453.76,2624.456,18.0
3376,2617,3,4,3389.504,2627.468,18.0
3442,2627,4,5,3455.768,2637.508,24.0
3466,2629,5,6,3479.864,2639.516,30.0
3941,2635,4,5,3956.764,2645.54,24.0
3444,2644,5,6,3457.776,2654.576,30.0
3988,2665,3,4,4003.952,2675.66,18.0
3844,2687,4,5,3859.376,2697.748,24.0
3573,2712,4,5,3587.292,2722.848,24.0
3396,2712,4,5,3409.584,2722.848,24.0
3629,2728,3,4,3643.516,2738.912,18.0
3681,2730,4,5,3695.724,2740.92,24.0
3423,2731,3,4,3436.692,2741.924,18.0
3462,2749,3,4,3475.848,2759.996,18.0
3523,2761,3,4,3537.092,2772.044,18.0
3534,2802,3,4,3548.136,2813.208,18.0
3498,2808,5,6,3511.992,2819.232,30.0
3598,2831,3,4,3612.392,2842.324,18.0
3550,2884,3,4,3564.2,2895.536,18.0
3600,2885,4,5,3614.4,2896.54,24.0
3356,3044,3,4,3369.424,3056.176,18.0
3340,3069,4,5,3353.36,3081.276,24.0
3195,3095,5,6,3207.78,3107.38,30.0
3120,3131,4,5,3132.48,3143.524,24.0
3280,3136,5,6,3293.12,3148.544,30.0
3114,3135,3,4,3126.456,3147.54,18.0
3068,3144,4,5,3080.272,3156.576,24.0
3126,3143,4,5,3138.504,3155.572,24.0
3108,3159,3,4,3120.432,3171.636,18.0
3091,3174,4,5,3103.364,3186.696,24.0
3033,3197,4,5,3045.132,3209.788,24.0
3141,3202,3,4,3153.564,3214.808,18.0
8844,3203,3,4,8879.376,3215.812,18.0
2358,3230,3,4,2367.432,3242.92,18.0
2786,3552,3,4,2797.1440000000002,3566.208,18.0
6409,3649,5,6,6434.636,3663.596,30.0
2702,3821,3,4,2712.808,3836.284,18.0
3405,4022,3,4,3418.62,4038.088,18.0
3006,4051,3,4,3018.024,4067.204,18.0
2008,4138,3,4,2016.032,4154.552,18.0
1908,4179,3,4,1915.632,4195.716,18.0
1888,4304,3,4,1895.552,4321.216,18.0
4412,4374,3,4,4429.648,4391.496,18.0
11205,4379,3,4,11249.82,4396.516,18.0
11258,4478,3,4,11303.032,4495.912,18.0
1516,4480,3,4,1522.064,4497.92,18.0
1784,4486,3,4,1791.136,4503.944,18.0
2928,4502,3,4,2939.712,4520.008,18.0
1460,4506,3,4,1465.84,4524.024,18.0
1713,4574,3,4,1719.852,4592.296,18.0
1678,4579,4,5,1684.712,4597.316,24.0
1410,4636,3,4,1415.64,4654.544,18.0
1397,4640,3,4,1402.588,4658.56,18.0
1392,4706,3,4,1397.568,4724.824,18.0
1330,4758,3,4,1335.32,4777.032,18.0
3487,4991,3,4,3500.948,5010.964,18.0
11135,5038,3,4,11179.54,5058.152,18.0
1680,5076,3,4,1686.72,5096.304,18.0
1412,5116,3,4,1417.648,5136.464,18.0
1442,5283,3,4,1447.768,5304.132,18.0
4878,5456,3,4,4897.512,5477.824,18.0
10516,6248,3,4,10558.064,6272.992,18.0
10212,6250,3,4,10252.848,6275.0,18.0
10532,6256,3,4,10574.128,6281.024,18.0
1984,6339,3,4,1991.936,6364.356,18.0
2340,6511,3,4,2349.36,6537.044,18.0
3017,6869,3,4,3029.068,6896.476,18.0
4934,6986,3,4,4953.736,7013.944,18.0
5223,1455,5,6,5243.892,1460.82,30.0
4376,1540,4,5,4393.504,1546.16,24.0
4336,1578,4,5,4353.344,1584.312,24.0
4248,1597,5,6,4264.992,1603.388,30.0
4252,1614,4,5,4269.008,1620.456,24.0
4173,1616,5,6,4189.692,1622.464,30.0
4190,1621,4,5,4206.76,1627.484,24.0
4189,1623,4,5,4205.756,1629.492,24.0
4050,1669,5,6,4066.2,1675.676,30.0
4163,1697,5,6,4179.652,1703.788,30.0
3990,1699,5,6,4005.96,1705.796,30.0
3999,1724,4,5,4014.996,1730.896,24.0
4072,1735,5,6,4088.288,1741.94,30.0
4131,1748,4,5,4147.524,1754.992,24.0
4116,1765,5,6,4132.464,1772.06,30.0
3994,1777,4,5,4009.976,1784.108,24.0
4102,1779,5,6,4118.408,1786.116,30.0
4059,1810,4,5,4075.236,1817.24,24.0
3825,1817,4,5,3840.3,1824.268,24.0
4010,1862,5,6,4026.04,1869.448,30.0
4072,1865,4,5,4088.288,1872.46,24.0
3776,1884,5,6,3791.104,1891.536,30.0
3320,1880,4,5,3333.28,1887.52,24.0
3291,1881,4,5,3304.164,1888.5240000000001,24.0
4002,1890,4,5,4018.008,1897.56,24.0
4096,1889,4,5,4112.384,1896.556,24.0
3662,1895,4,5,3676.648,1902.58,24.0
3765,1900,5,6,3780.06,1907.6,30.0
3748,1907,4,5,3762.992,1914.628,24.0
3383,1910,4,5,3396.532,1917.64,24.0
3474,1910,4,5,3487.896,1917.64,24.0
4011,1910,4,5,4027.044,1917.64,24.0
3640,1918,4,5,3654.56,1925.672,24.0
3648,1919,4,5,3662.592,1926.676,24.0
4018,1928,4,5,4034.072,1935.712,24.0
3652,1930,4,5,3666.608,1937.72,24.0
3382,1931,4,5,3395.528,1938.724,24.0
3665,1938,5,6,3679.66,1945.752,30.0
4069,1942,4,5,4085.276,1949.768,24.0
3960,1956,4,5,3975.84,1963.824,24.0
4045,1966,4,5,4061.18,1973.864,24.0
2984,1966,4,5,2995.936,1973.864,24.0
3957,1968,4,5,3972.828,1975.872,24.0
3377,1976,4,5,3390.508,1983.904,24.0
4056,2004,5,6,4072.224,2012.016,30.0
4027,2013,5,6,4043.108,2021.052,30.0
3336,2016,4,5,3349.344,2024.064,24.0
3352,2023,4,5,3365.408,2031.092,24.0
3396,2033,4,5,3409.584,2041.132,24.0
3981,2035,4,5,3996.924,2043.14,24.0
4026,2040,5,6,4042.104,2048.16,30.0
4064,2046,4,5,4080.256,2054.184,24.0
3416,2066,4,5,3429.664,2074.264,24.0
3791,2077,4,5,3806.164,2085.308,24.0
4016,2080,5,6,4032.064,2088.32,30.0
3417,2079,5,6,3430.668,2087.316,30.0
3281,2079,4,5,3294.124,2087.316,24.0
4072,2084,5,6,4088.288,2092.336,30.0
3311,2085,6,7,3324.244,2093.34,36.0
4033,2094,5,6,4049.132,2102.376,30.0
3348,2101,4,5,3361.392,2109.404,24.0
3363,2106,5,6,3376.452,2114.424,30.0
3747,2105,6,7,3761.988,2113.42,36.0
3363,2120,4,5,3376.452,2128.48,24.0
3380,2126,5,6,3393.52,2134.504,30.0
3368,2133,5,6,3381.472,2141.532,30.0
4164,2151,5,6,4180.656,2159.604,30.0
3381,2157,5,6,3394.524,2165.628,30.0
3346,2160,4,5,3359.384,2168.64,24.0
3395,2170,4,5,3408.58,2178.68,24.0
3606,2168,6,7,3620.424,2176.672,36.0
3357,2207,5,6,3370.428,2215.828,30.0
3590,2207,5,6,3604.36,2215.828,30.0
3710,2220,5,6,3724.84,2228.88,30.0
4060,2242,5,6,4076.2400000000002,2250.968,30.0
3574,2254,4,5,3588.296,2263.016,24.0
3349,2259,4,5,3362.396,2268.036,24.0
4055,2260,4,5,4071.22,2269.04,24.0
10415,2262,4,5,10456.66,2271.0480000000002,24.0
3832,2268,4,5,3847.328,2277.072,24.0
4073,2273,6,7,4089.292,2282.092,36.0
3405,2300,5,6,3418.62,2309.2,30.0
3862,2305,5,6,3877.448,2314.22,30.0
3560,2313,6,7,3574.2400000000002,2322.252,36.0
3446,2319,5,6,3459.784,2328.276,30.0
3414,2320,4,5,3427.656,2329.28,24.0
4015,2352,4,5,4031.06,2361.408,24.0
3706,2352,4,5,3720.824,2361.408,24.0
3435,2356,5,6,3448.7400000000002,2365.424,30.0
3443,2373,4,5,3456.772,2382.492,24.0
3403,2392,5,6,3416.612,2401.568,30.0
3824,2389,4,5,3839.296,2398.556,24.0
3485,2392,4,5,3498.94,2401.568,24.0
3358,2406,4,5,3371.432,2415.624,24.0
3430,2407,5,6,3443.72,2416.628,30.0
3670,2420,4,5,3684.68,2429.68,24.0
3837,2433,4,5,3852.348,2442.732,24.0
3415,2441,5,6,3428.66,2450.764,30.0
3382,2453,5,6,3395.528,2462.812,30.0
3433,2477,6,7,3446.732,2486.908,36.0
3597,2483,5,6,3611.388,2492.932,30.0
3435,2498,4,5,3448.7400000000002,2507.992,24.0
3443,2523,5,6,3456.772,2533.092,30.0
3411,2538,5,6,3424.6440000000002,2548.152,30.0
3647,2573,5,6,3661.588,2583.292,30.0
4073,2585,5,6,4089.292,2595.34,30.0
3439,2604,5,6,3452.756,2614.416,30.0
3750,2601,5,6,3765.0,2611.404,30.0
3405,2601,4,5,3418.62,2611.404,24.0
3686,2619,4,5,3700.744,2629.476,24.0
3911,2621,4,5,3926.6440000000002,2631.484,24.0
3955,2629,4,5,3970.82,2639.516,24.0
3428,2630,4,5,3441.712,2640.52,24.0
3792,2638,4,5,3807.168,2648.552,24.0
4020,2638,4,5,4036.08,2648.552,24.0
3727,2651,5,6,3741.908,2661.604,30.0
3796,2654,4,5,3811.184,2664.616,24.0
3479,2685,5,6,3492.916,2695.7400000000002,30.0
3451,2692,4,5,3464.804,2702.768,24.0
3470,2697,5,6,3483.88,2707.788,30.0
3901,2700,4,5,3916.604,2710.8,24.0
3526,2706,5,6,3540.104,2716.824,30.0
3709,2711,4,5,3723.8360000000002,2721.844,24.0
3720,2723,5,6,3734.88,2733.892,30.0
2580,2748,4,5,2590.32,2758.992,24.0
2599,2748,4,5,2609.396,2758.992,24.0
3746,2758,4,5,3760.984,2769.032,24.0
3661,2812,4,5,3675.6440000000002,2823.248,24.0
3447,2871,5,6,3460.788,2882.484,30.0
3486,2893,4,5,3499.944,2904.572,24.0
3542,2928,5,6,3556.168,2939.712,30.0
3331,2939,4,5,3344.324,2950.756,24.0
3468,2968,5,6,3481.872,2979.872,30.0
3266,2988,4,5,3279.064,2999.952,24.0
3442,2998,4,5,3455.768,3009.992,24.0
3394,3014,4,5,3407.576,3026.056,24.0
3378,3027,4,5,3391.512,3039.108,24.0
3334,3080,4,5,3347.336,3092.32,24.0
3323,3085,4,5,3336.292,3097.34,24.0
3334,3106,4,5,3347.336,3118.424,24.0
3223,3155,4,5,3235.892,3167.62,24.0
3131,3160,5,6,3143.524,3172.64,30.0
3262,3176,4,5,3275.0480000000002,3188.704,24.0
2408,3278,4,5,2417.632,3291.112,24.0
2276,3319,4,5,2285.104,3332.276,24.0
2679,3762,4,5,2689.716,3777.0480000000002,24.0
3602,3886,4,5,3616.408,3901.544,24.0
3190,4143,4,5,3202.76,4159.572,24.0
1740,4315,4,5,1746.96,4332.26,24.0
11058,4405,4,5,11102.232,4422.62,24.0
1784,4532,4,5,1791.136,4550.128,24.0
1686,4590,4,5,1692.744,4608.36,24.0
1394,4609,4,5,1399.576,4627.436,24.0
1379,4611,4,5,1384.516,4629.444,24.0
1697,4635,4,5,1703.788,4653.54,24.0
1607,4655,4,5,1613.428,4673.62,24.0
1764,4664,4,5,1771.056,4682.656,24.0
1777,4672,4,5,1784.108,4690.688,24.0
1540,4753,4,5,1546.16,4772.012,24.0
1421,4765,5,6,1426.684,4784.06,30.0
1368,4782,4,5,1373.472,4801.128,24.0
1942,5054,4,5,1949.768,5074.216,24.0
4379,5155,4,5,4396.516,5175.62,24.0
1938,5173,4,5,1945.752,5193.692,24.0
1545,5184,4,5,1551.18,5204.736,24.0
1428,5187,4,5,1433.712,5207.748,24.0
8401,5248,4,5,8434.604,5268.992,24.0
4448,5294,4,5,4465.792,5315.176,24.0
1536,5489,4,5,1542.144,5510.956,24.0
1862,5705,4,5,1869.448,5727.82,24.0
11123,5743,4,5,11167.492,5765.972,24.0
4761,5917,4,5,4780.044,5940.668,24.0
10709,6032,4,5,10751.836,6056.128,24.0
1781,6187,4,5,1788.124,6211.748,24.0
10380,6358,4,5,10421.52,6383.432,24.0
